cruise_id	n_files	lon_min	lon_max	lat_min	lat_max	lon_center	lat_center	total_lines	n_keep	n_review	n_hv_review	n_exclude
KR06-06	5	134.250496	136.746714	18.442146	32.999735	135.5	25.7	1489475.0	5	0	0	0
KR10-E01	5	136.949018	139.62735	25.775259	34.837279	138.3	30.3	2997102.0	5	0	0	0
KR05-03	5	126.986994	128.240795	23.936551	25.980456	127.6	25.0	321292.0	5	0	0	0
KR16-05	5	153.35894	164.818114	-28.037071	-14.603252	159.1	-21.3	5885878.0	5	0	0	0
KR12-02	5	126.803988	127.759243	26.51541	28.006945	127.3	27.3	3387045.0	0	0	5	0
KR09-17	5	144.059307	150.106192	38.254348	39.194395	147.1	38.7	1378806.0	5	0	0	0
KR10-02	5	126.614724	129.668853	27.541451	31.862109	128.1	29.7	6141499.0	5	0	0	0
KR09-16	5	143.048494	147.261888	37.92762	40.324644	145.2	39.1	1640623.0	5	0	0	0
KY09-05	5	138.673697	141.341807	36.164484	42.12451	140.0	39.1	1787044.0	5	0	0	0
KR12-19	5	141.449629	142.854773	35.771983	37.298368	142.2	36.5	762047.0	5	0	0	0
KR13-02	5	149.957687	154.223003	21.612598	23.550183	152.1	22.6	1335687.0	5	0	0	0
KY00-05	5	143.071637	146.750953	41.724556	45.464253	144.9	43.6	3911000.0	5	0	0	0
KY11-E06	5	141.051666	142.225463	35.831159	41.184245	141.6	38.5	858092.0	5	0	0	0
KY12-07	5	135.049688	139.461205	33.277693	34.63245	137.3	34.0	1509476.0	5	0	0	0
KY06-04	5	136.02538	136.493295	33.526912	33.951279	136.3	33.7	420312.0	5	0	0	0
KY05-ENG	5	136.518712	138.649596	33.57634	34.863795	137.6	34.2	473712.0	5	0	0	0
KY05-07	5	139.989278	141.23896	25.845497	31.442902	140.6	28.6	2984438.0	5	0	0	0
KY04-08	5	139.187691	140.197552	30.517887	35.184594	139.7	32.9	3611833.0	5	0	0	0
KR02-03	5	131.38059	135.685792	18.652446	22.706408	133.5	20.7	2384934.0	5	0	0	0
KY07-04	4	128.697273	129.448764	31.255205	31.780929	129.1	31.5	2333591.0	4	0	0	0
KY08-11	4	136.551269	136.988431	33.011845	33.442541	136.8	33.2	1706423.0	4	0	0	0
KM17-07	4	139.965612	146.131443	0.0004	41.582159	143.0	20.8	6004253.0	4	0	0	0
KM17-05	4	141.350755	146.761642	35.642369	41.517927	144.1	38.6	6746042.0	4	0	0	0
KM18-07C	4	126.097489	137.548084	25.853523	34.017698	131.8	29.9	1354959.0	4	0	0	0
KY07-09	4	137.920121	139.011368	31.136781	32.101632	138.5	31.6	530933.0	4	0	0	0
KY07-08	4	136.561733	138.568231	33.700542	34.30013	137.6	34.0	276805.0	4	0	0	0
KR01-07	4	134.306394	135.245388	32.169336	33.468148	134.8	32.8	886998.0	4	0	0	0
KY10-03	4	136.234981	136.80736	33.357249	33.818007	136.5	33.6	764184.0	4	0	0	0
KY09-04	4	139.521231	140.384975	32.23709	34.743023	140.0	33.5	2502473.0	4	0	0	0
KY10-06	4	139.718139	140.4129983	32.352817	34.785228	140.1	33.6	1944283.0	4	0	0	0
KM18-10	4	134.860476	138.775927	31.932674	34.31176	136.8	33.1	3116816.0	4	0	0	0
KY15-01	4	138.57222	138.711967	34.615719	35.054019	138.6	34.8	262232.0	4	0	0	0
KM21-07	4	131.752465	138.715803	30.793608	34.435737	135.2	32.6	2381638.0	4	0	0	0
KY04-09	4	138.976502	141.958951	39.528296	41.50533	140.5	40.5	156666.0	4	0	0	0
KY05-03	4	135.73659	137.689384	32.891606	34.210622	136.7	33.6	1328456.0	4	0	0	0
KY04-05	4	132.389811	134.311889	31.553236	32.868843	133.4	32.2	3793740.0	4	0	0	0
KR10-03	4	122.623641	124.275435	23.981531	25.00549	123.4	24.5	2465757.0	4	0	0	0
KR06-09	4	142.297127	144.571728	32.570516	34.425186	143.4	33.5	478388.0	4	0	0	0
KR03-05	4	134.41842	136.857666	31.995179	32.964884	135.6	32.5	714547.0	4	0	0	0
KR05-09	4	137.667391	139.245736	41.589337	43.937202	138.5	42.8	936713.0	4	0	0	0
KR04-13	4	139.295528	140.087933	31.101455	34.518829	139.7	32.8	6396947.0	4	0	0	0
KR05-13	4	134.487609	138.161039	32.263729	34.28537	136.3	33.3	2401251.0	4	0	0	0
KR12-06	4	138.348687	139.114312	34.531948	35.034307	138.7	34.8	4038965.0	4	0	0	0
KR09-10	4	139.337175	141.499494	34.401721	35.108735	140.4	34.8	3150670.0	4	0	0	0
KR10-01	4	139.199718	139.54916	34.955368	35.224904	139.4	35.1	3712137.0	4	0	0	0
KR09-11	4	135.029217	137.378465	25.509399	30.216568	136.2	27.9	687692.0	4	0	0	0
KR04-05	4	135.988803	139.61351	32.347239	35.038848	137.8	33.7	2079786.0	4	0	0	0
KY03-13	4	128.122857	130.631443	25.888329	30.098105	129.4	28.0	484230.0	4	0	0	0
KY01-06	4	137.490808	138.85959	32.876004	34.602564	138.2	33.7	3012200.0	4	0	0	0
KR10-E04	4	139.792618	144.396552	34.780451	39.180866	142.1	37.0	2270210.0	4	0	0	0
KR10-E03	4	140.100579	143.22896	29.911689	34.099407	141.7	32.0	969799.0	4	0	0	0
KY03-08	4	125.71891	128.54925	24.130527	26.230825	127.1	25.2	85466.0	4	0	0	0
KR05-08	4	144.099332	160.480701	38.45041	41.560712	152.3	40.0	1013392.0	4	0	0	0
KY15-15	4	138.580033	140.387307	32.405912	35.057075	139.5	33.7	1548953.0	4	0	0	0
KR19-E03	4	133.664501	139.815276	31.905845	35.020407	136.7	33.5	2222567.0	4	0	0	0
KY12-15	4	136.572359	138.473437	33.488369	34.14231	137.5	33.8	577031.0	4	0	0	0
KY13-06	4	135.313056	139.190907	33.28428	34.906202	137.3	34.1	995950.0	4	0	0	0
KR17-04	4	140.56352	146.762907	35.134581	38.297068	143.7	36.7	4260464.0	4	0	0	0
KY12-12	4	139.149216	139.725311	34.981598	35.117704	139.4	35.0	390296.0	4	0	0	0
KR16-01	4	138.972434	154.021923	20.089612	35.01473	146.5	27.6	4454746.0	4	0	0	0
KR12-13	4	139.212794	141.622303	33.552371	36.853116	140.4	35.2	2303015.0	4	0	0	0
KY02-12	4	136.119145	139.291129	32.473503	35.03189	137.7	33.8	721868.0	4	0	0	0
KY02-02	4	136.480997	136.715509	33.553964	33.809679	136.6	33.7	249255.0	4	0	0	0
KY04-02	4	123.45545	127.120355	24.530631	26.929925	125.3	25.7	2417828.0	4	0	0	0
KY06-02	4	137.442467	138.070007	33.848937	34.373664	137.8	34.1	553919.0	4	0	0	0
KM16-08	4	139.681158	142.656586	32.315416	34.83105	141.2	33.6	2187434.0	4	0	0	0
KR01-15	3	139.799646	140.936941	28.441807	32.153236	140.4	30.3	1160850.0	3	0	0	0
KR20-03	3	135.196296	141.879097	33.253566	35.054709	138.5	34.2	734315.0	3	0	0	0
KY08-05	3	136.55572	138.55795	33.54257	34.287971	137.6	33.9	141929.0	3	0	0	0
KY06-07	3	136.772029	138.558456	33.5919	34.289813	137.7	33.9	175246.0	3	0	0	0
MR05-02	3	0.0	5371.9	-4.0165	42.2568	2686.0	19.1	2081268.0	0	0	0	0
KR02-10	3	134.927909	137.50194	32.300441	32.937809	136.2	32.6	401807.0	3	0	0	0
KY10-01	3	138.53292	139.518242	34.5503	35.082396	139.0	34.8	1198969.0	3	0	0	0
KY15-11	3	141.277926	143.488169	35.73153	38.474125	142.4	37.1	1434966.0	2	1	0	0
KR17-15C	3	153.698612	162.490199	-27.988789	-26.026186	158.1	-27.0	5777302.0	3	0	0	0
KR09-01	3	135.605678	138.549188	31.995166	33.930306	137.1	33.0	1127850.0	3	0	0	0
KR09-15	3	136.354475	136.816599	33.010862	33.330587	136.6	33.2	858240.0	3	0	0	0
KR08-03	3	136.630711	141.924451	33.249595	34.356688	139.3	33.8	71615.0	3	0	0	0
KR03-08	3	145.951415	160.129444	39.934897	41.185795	153.0	40.6	125904.0	3	0	0	0
KY00-11	3	138.61351	139.78062	34.745148	35.204397	139.2	35.0	362755.0	3	0	0	0
KY03-05	3	136.308654	136.798433	32.963507	33.286817	136.6	33.1	603920.0	2	0	1	0
KR17-14	3	-157.103327	-149.407982	22.615751	25.186602	-153.3	23.9	3584455.0	3	0	0	0
KY13-01	3	139.175737	139.803467	34.989136	35.081711	139.5	35.0	177357.0	3	0	0	0
KS-22-J01	3	138.573555	139.773242	34.56688	35.169381	139.2	34.9	40017.0	3	0	0	0
KY11-E07	3	138.612453	138.663321	34.795876	35.030367	138.6	34.9	129841.0	3	0	0	0
KR17-11	3	138.542412	141.772851	33.080758	35.033051	140.2	34.1	457392.0	3	0	0	0
KY12-06	3	134.981592	139.282586	33.236819	34.869965	137.1	34.1	1293325.0	3	0	0	0
KY14-02	3	122.728027	126.027949	24.845157	25.611907	124.4	25.2	954070.0	3	0	0	0
KY13-E05	3	140.412213	142.277695	34.912327	35.167513	141.3	35.0	440872.0	3	0	0	0
KY15-12	3	139.214747	141.576149	33.411214	34.985188	140.4	34.2	1290932.0	3	0	0	0
KY14-16	3	138.591808	138.689101	34.770317	35.080999	138.6	34.9	145404.0	3	0	0	0
KY05-14	3	126.745502	136.950244	27.78423	33.634072	131.8	30.7	530860.0	3	0	0	0
KY04-10	3	138.57077	138.740573	34.706132	35.064324	138.7	34.9	581452.0	3	0	0	0
KY05-05	3	139.168138	139.716384	34.814256	35.23891	139.4	35.0	1258369.0	3	0	0	0
KY05-06	3	139.082402	139.347577	34.612723	35.030892	139.2	34.8	2735037.0	3	0	0	0
KM19-E01	2	128.147821	138.658987	28.013632	34.200756	133.4	31.1	1663576.0	2	0	0	0
KR16-E01	2	138.419617	139.702555	34.094237	34.896548	139.1	34.5	97247.0	2	0	0	0
KM16-09	2	138.499936	139.784014	31.939194	35.032698	139.1	33.5	306005.0	2	0	0	0
KY15-E04	2	140.005	140.357681	32.376648	32.834753	140.2	32.6	438042.0	2	0	0	0
KM22-06	2	133.307873	138.958029	32.611306	34.696191	136.1	33.7	386340.0	2	0	0	0
KM20-E01C	2	138.096703	144.137982	34.01658	38.320428	141.1	36.2	1024258.0	2	0	0	0
KM20-E02	2	140.021893	147.000373	34.861068	42.593897	143.5	38.7	2863780.0	2	0	0	0
KM21-01	2	133.685923	142.2313	32.906926	35.004408	138.0	34.0	906474.0	2	0	0	0
KM21-04	2	139.672893	146.09713	34.75632	42.529193	142.9	38.6	3767661.0	2	0	0	0
KM21-05	2	129.468911	139.107814	30.388168	34.699625	134.3	32.5	1429255.0	2	0	0	0
KM21-11	2	134.989407	139.311483	32.854607	35.026123	137.2	33.9	467139.0	2	0	0	0
KM21-12	2	135.031852	138.561195	32.846042	34.562833	136.8	33.7	452464.0	2	0	0	0
KY05-04	2	138.625945	138.688897	35.012793	35.054847	138.7	35.0	45873.0	2	0	0	0
KM19-MSB-E01C	2	139.674381	142.992629	31.785114	35.031492	141.3	33.4	1225311.0	2	0	0	0
KM20-01	2	136.833616	139.809106	32.628151	35.018606	138.3	33.8	479826.0	2	0	0	0
KM20-05	2	131.378991	139.604269	30.327998	34.866542	135.5	32.6	3153359.0	2	0	0	0
KM20-09	2	138.355085	139.634741	34.526693	35.051423	139.0	34.8	79655.0	2	0	0	0
KM20-10C	2	138.354056	139.696384	30.605343	35.040298	139.0	32.8	563686.0	2	0	0	0
KM20-11	2	139.475032	142.040289	26.954348	34.783188	140.8	30.9	552375.0	2	0	0	0
KM16-04	2	138.356328	141.291755	33.704919	35.109309	139.8	34.4	546268.0	2	0	0	0
KM16-05	2	138.511311	139.695892	33.542901	34.961512	139.1	34.3	174696.0	2	0	0	0
KM16-06	2	139.220761	142.263536	34.870144	36.28196	140.7	35.6	381743.0	2	0	0	0
KM16-07	2	138.376018	140.002523	31.981744	35.05586	139.2	33.5	370201.0	2	0	0	0
KY14-06	2	136.527555	137.019505	32.961673	33.579129	136.8	33.3	438000.0	2	0	0	0
KY14-08	2	137.459339	139.546785	33.497146	35.023298	138.5	34.3	1261100.0	2	0	0	0
KM16-10	2	138.382399	139.900997	32.08601	35.040778	139.1	33.6	382267.0	2	0	0	0
KM17-02	2	134.048032	138.654305	31.79172	33.966366	136.4	32.9	215018.0	2	0	0	0
KR16-18	2	128.009692	132.457841	26.892595	30.921624	130.2	28.9	1024659.0	2	0	0	0
KR16-E03	2	136.507073	142.379661	32.629636	34.079138	139.4	33.4	597772.0	2	0	0	0
KR16-E04	2	137.657983	142.39015	34.275941	35.171753	140.0	34.7	410048.0	2	0	0	0
KR16-E06	2	124.448473	130.467378	23.752977	30.70357	127.5	27.2	737939.0	2	0	0	0
KR17-05C	2	139.198639	139.494707	35.044367	35.102033	139.3	35.1	11665.0	2	0	0	0
KR16-08	2	131.493933	140.093261	31.45303	38.044979	135.8	34.7	2008096.0	2	0	0	0
KR16-10	2	131.368137	134.834229	30.112305	33.541988	133.1	31.8	673048.0	2	0	0	0
KR16-11	2	135.516291	139.808317	32.743687	35.021546	137.7	33.9	573875.0	2	0	0	0
KR16-12	2	139.276567	140.028423	31.829294	35.01388	139.7	33.4	306309.0	2	0	0	0
KR16-13	2	139.478908	153.621662	22.454102	34.8425	146.6	28.6	1684588.0	2	0	0	0
KR16-15	2	126.780127	127.108389	27.378013	27.841096	126.9	27.6	60166.0	2	0	0	0
KR16-16	2	122.876196	129.978423	24.47979	30.75608	126.4	27.6	1098884.0	2	0	0	0
KR16-17	2	126.808374	130.551236	26.803128	30.931497	128.7	28.9	211105.0	2	0	0	0
KR21-02C	2	138.59148	138.689793	34.766112	35.038115	138.6	34.9	17478.0	2	0	0	0
KR21-06	2	136.511658	139.251649	33.533448	34.714207	137.9	34.1	173556.0	2	0	0	0
KR21-12C	2	133.295595	139.587619	32.989762	35.088205	136.4	34.0	296437.0	2	0	0	0
KR21-13	2	134.295509	139.743295	33.082728	35.159446	137.0	34.1	305654.0	2	0	0	0
KR17-09	2	134.869225	139.358361	29.920009	35.098885	137.1	32.5	892462.0	2	0	0	0
KR17-10	2	140.571048	144.894891	35.042209	37.727524	142.7	36.4	1943545.0	2	0	0	0
KR17-13	2	-179.999371	179.999729	21.391083	34.789808	0.0	28.1	5926650.0	2	0	0	0
KS-22-12	2	139.685115	141.60617	31.857437	34.863662	140.6	33.4	461906.0	2	0	0	0
KS-22-2	2	139.115068	139.777364	34.542819	35.186263	139.4	34.9	83831.0	2	0	0	0
KS-22-3	2	134.348524	137.193427	32.908952	33.769148	135.8	33.3	362688.0	2	0	0	0
KS-22-4	2	126.864567	136.301904	26.34089	33.635742	131.6	30.0	546668.0	2	0	0	0
KS-22-9	2	128.637844	139.191178	29.885402	35.014301	133.9	32.4	510211.0	2	0	0	0
KS-22-J02C	2	134.365915	139.210011	32.45309	34.989967	136.8	33.7	291440.0	2	0	0	0
KS-21-J04	2	138.313156	139.779729	34.124358	35.285627	139.0	34.7	102946.0	2	0	0	0
KS-21-J05	2	135.163897	139.13821	32.687426	34.785008	137.2	33.7	298123.0	2	0	0	0
KS-21-18	2	130.586595	139.584867	30.905566	34.99349	135.1	32.9	515278.0	2	0	0	0
KR13-11	2	140.256746	144.856385	34.823713	40.227252	142.6	37.5	2218718.0	2	0	0	0
KR13-12	2	140.828873	147.344519	34.932702	40.186952	144.1	37.6	3942983.0	2	0	0	0
KR13-13	2	139.216142	142.51489	33.42244	35.057246	140.9	34.2	473934.0	2	0	0	0
KR13-14	2	128.005511	142.042121	25.940096	33.843581	135.0	29.9	2725545.0	2	0	0	0
KR13-15	2	129.076633	134.879623	25.713148	33.754628	132.0	29.7	1259864.0	2	0	0	0
KR13-16	2	139.20545	142.941542	33.714043	35.100614	141.1	34.4	738139.0	2	0	0	0
KR15-21	2	128.92916	139.066914	27.708114	34.633902	134.0	31.2	1620276.0	2	0	0	0
KR15-E01	2	139.659224	153.757621	22.330107	34.816698	146.7	28.6	3082521.0	2	0	0	0
KR15-E02	2	139.774544	141.62427	33.890065	34.860989	140.7	34.4	261972.0	2	0	0	0
KR16-03	2	126.386877	139.157658	26.273566	34.845157	132.8	30.6	475289.0	2	0	0	0
KR16-04	2	153.884406	166.070455	-25.536388	6.662692	160.0	-9.4	3572973.0	2	0	0	0
KR15-13	2	139.414901	141.763352	33.317082	35.158436	140.6	34.2	267063.0	2	0	0	0
KR15-14	2	140.022321	156.11942	34.875972	38.930678	148.1	36.9	2556076.0	2	0	0	0
KR15-15	2	140.577507	144.120397	35.131296	38.143201	142.3	36.6	279160.0	1	0	1	0
KR15-16	2	123.632663	127.573009	24.169805	27.041988	125.6	25.6	1055750.0	2	0	0	0
KS-21-19	2	139.690833	141.103583	34.549628	35.317318	140.4	34.9	194928.0	2	0	0	0
KS-21-2	2	138.931679	142.148909	26.099212	35.176634	140.5	30.6	1080027.0	2	0	0	0
KS-21-27	2	131.28245	138.364402	30.353164	34.441141	134.8	32.4	549605.0	2	0	0	0
KS-21-5	2	140.136259	146.378515	34.947575	42.420626	143.3	38.7	1284611.0	2	0	0	0
KS-20-J06	2	135.161218	141.465858	33.225191	34.966174	138.3	34.1	441993.0	0	0	2	0
KS-20-J07	2	140.38764	141.269546	33.72431	34.548684	140.8	34.1	133559.0	2	0	0	0
KS-21-1	2	138.565679	139.757344	34.52699	35.109579	139.2	34.8	79712.0	2	0	0	0
KY00-10	2	138.526042	139.200501	34.742142	34.86181	138.9	34.8	308265.0	2	0	0	0
KY01-11	2	141.91483	147.084615	-2.505831	0.021772	144.5	-1.2	53102.0	2	0	0	0
KS-22-J03	2	135.080563	139.027047	32.825688	34.496574	137.1	33.7	505661.0	2	0	0	0
KS-22-J05	2	134.525351	138.326528	32.732952	34.199925	136.4	33.5	535465.0	2	0	0	0
KS-22-J06	2	135.362647	139.45014	33.095233	34.953324	137.4	34.0	257435.0	2	0	0	0
KR13-17	2	133.66496	139.550306	32.772826	35.014604	136.6	33.9	588528.0	2	0	0	0
KR13-18	2	123.367676	139.69371	21.732119	35.05213	131.5	28.4	3625945.0	2	0	0	0
KR13-19	2	138.969603	139.93371	31.938639	35.221278	139.5	33.6	297283.0	2	0	0	0
KR14-01	2	139.637709	142.674433	10.192498	34.845184	141.2	22.5	647470.0	2	0	0	0
KR14-02	2	139.209709	155.105386	15.149541	35.14596	147.2	25.1	4081531.0	2	0	0	0
KR14-05	2	132.654673	139.280439	30.650924	34.847121	136.0	32.7	2114673.0	2	0	0	0
KR21-16	2	139.212702	139.979186	33.072099	35.061197	139.6	34.1	184923.0	2	0	0	0
KR21-17C	2	138.609609	139.526837	34.61773	35.04929	139.1	34.8	25343.0	2	0	0	0
KR21-18C	2	139.11264	139.596064	34.982052	35.195893	139.4	35.1	38178.0	2	0	0	0
KR21-20	2	134.60995	138.190885	32.611628	34.542757	136.4	33.6	857355.0	2	0	0	0
KR21-E04	2	139.199364	139.599365	34.977334	35.077075	139.4	35.0	17261.0	2	0	0	0
KR15-17	2	126.954307	127.890278	26.3047	27.875207	127.4	27.1	112295.0	2	0	0	0
KR15-18	2	122.906955	128.81665	22.981506	26.328849	125.9	24.7	1141682.0	2	0	0	0
KR15-19	2	131.106085	140.933749	26.020281	34.574107	136.0	30.3	1882376.0	2	0	0	0
KR15-20	2	138.532436	139.748795	31.636693	35.042012	139.1	33.3	284552.0	2	0	0	0
KR15-01	2	139.850848	143.001909	33.61462	34.83534	141.4	34.2	954999.0	2	0	0	0
KR15-03	2	134.133491	141.066447	19.274957	35.025237	137.6	27.2	3758958.0	2	0	0	0
KR15-04	2	134.588022	138.876978	32.25237	34.519959	136.7	33.4	424166.0	2	0	0	0
KR15-06	2	135.271593	141.737768	33.250795	35.019423	138.5	34.1	552561.0	2	0	0	0
KR15-08	2	136.13131	139.442713	32.767711	34.950609	137.8	33.9	515256.0	2	0	0	0
KR15-09	2	138.519596	139.572861	34.312118	35.083986	139.0	34.7	43595.0	2	0	0	0
KR15-10	2	134.925757	142.298	35.758203	41.626782	138.6	38.7	553748.0	2	0	0	0
KR14-07	2	140.287696	166.687525	33.950388	39.347257	153.5	36.6	6339899.0	2	0	0	0
KR14-08	2	133.038016	140.324824	35.780135	41.328852	136.7	38.6	1971046.0	2	0	0	0
KR14-09	2	139.218344	144.744114	34.774821	39.176933	142.0	37.0	839737.0	2	0	0	0
KR14-10	2	139.791355	165.500863	28.984504	41.087755	152.6	35.0	7547682.0	2	0	0	0
KR14-E02	2	140.859275	148.247206	35.345057	38.308467	144.6	36.8	1709452.0	2	0	0	0
KR14-E03	2	141.127008	144.630563	36.255043	39.692864	142.9	38.0	1660891.0	2	0	0	0
KR14-E05	2	134.330103	139.660968	32.813883	35.037599	137.0	33.9	456475.0	2	0	0	0
KR18-03C	2	123.724149	133.474295	24.789993	32.864785	128.6	28.8	660874.0	2	0	0	0
KR18-04	2	133.919618	137.123205	32.141959	34.292005	135.5	33.2	438235.0	2	0	0	0
KR18-06C	2	136.977414	140.136565	41.402687	43.613559	138.6	42.5	2300512.0	2	0	0	0
KR18-07	2	135.521207	141.900786	32.938524	35.078609	138.7	34.0	525781.0	2	0	0	0
KR17-06	2	141.041287	143.795608	35.620349	38.123742	142.4	36.9	586299.0	2	0	0	0
KR17-07C	2	139.862221	144.690198	33.901809	34.853914	142.3	34.4	774750.0	2	0	0	0
KR17-08C	2	132.168615	143.277759	11.274767	35.096052	137.7	23.2	2313528.0	2	0	0	0
KR14-06	2	139.680382	171.061034	27.379089	34.978485	155.4	31.2	9390752.0	2	0	0	0
KR09-03	2	139.171278	139.274473	34.935263	35.039879	139.2	35.0	144539.0	2	0	0	0
KR12-09	2	139.161259	139.809739	34.211384	35.029836	139.5	34.6	721974.0	2	0	0	0
KR06-12	2	143.076031	149.452504	16.014849	20.025764	146.3	18.0	498078.0	2	0	0	0
KR07-14	2	143.350882	144.378763	39.053201	40.167382	143.9	39.6	321825.0	2	0	0	0
KR07-15	2	136.296125	136.938329	33.270838	33.712639	136.6	33.5	1867852.0	2	0	0	0
KR08-02	2	135.255407	135.660627	32.306672	32.799921	135.5	32.6	440253.0	2	0	0	0
KR08-05	2	142.578853	142.827425	11.281162	11.458666	142.7	11.4	65816.0	2	0	0	0
KY11-01	2	139.192372	139.584739	34.987145	35.151521	139.4	35.1	234710.0	2	0	0	0
KM22-07	2	140.968875	146.652024	36.465748	42.518813	143.8	39.5	3229193.0	2	0	0	0
KM22-10	2	135.05649	139.179398	32.355398	34.745596	137.1	33.6	2346350.0	2	0	0	0
KM19-02	2	132.473633	142.104795	32.501753	35.014171	137.3	33.8	1167531.0	2	0	0	0
KM19-03	2	141.6471	144.946969	35.882425	40.022875	143.3	38.0	2825311.0	2	0	0	0
KM19-07	2	139.355636	142.882571	34.117764	36.162687	141.1	35.1	1436259.0	2	0	0	0
KM19-09	2	134.256934	139.590741	32.064218	35.030477	136.9	33.5	922463.0	2	0	0	0
KR19-04	2	135.268838	139.322911	33.287613	35.006521	137.3	34.1	39571.0	2	0	0	0
KR19-05	2	139.714563	154.586485	24.076517	35.020046	147.2	29.5	2491155.0	2	0	0	0
KR19-06C	2	135.457325	140.819153	38.795022	41.609911	138.1	40.2	848641.0	2	0	0	0
KR19-07	2	142.073052	147.26508	38.496207	42.827306	144.7	40.7	3364742.0	2	0	0	0
KR19-09	2	134.990994	138.792822	32.67022	34.461547	136.9	33.6	556757.0	2	0	0	0
KR19-10C	2	130.825061	132.468077	29.769963	32.365411	131.6	31.1	511594.0	2	0	0	0
KR19-11	2	130.094887	130.57415	30.49534	31.055499	130.3	30.8	61101.0	2	0	0	0
KR18-09	2	138.963409	140.731849	28.512564	35.062254	139.8	31.8	852731.0	2	0	0	0
KR18-11C	2	140.007011	159.124237	18.566447	34.844969	149.6	26.7	5797452.0	2	0	0	0
KR18-12C	2	132.087074	139.374613	31.534699	34.922886	135.7	33.2	1144307.0	2	0	0	0
KR19-01	2	134.415713	139.285348	32.333432	34.853532	136.9	33.6	419435.0	2	0	0	0
KR19-02C	2	128.302495	139.610663	27.21986	35.001631	134.0	31.1	1572624.0	2	0	0	0
KS-20-11	2	140.133136	145.351031	34.974768	42.817232	142.7	38.9	1032438.0	2	0	0	0
KS-20-14	2	140.960103	145.489914	35.716502	38.85509	143.2	37.3	1428460.0	2	0	0	0
KS-20-16	2	143.051153	146.397405	39.060734	42.831551	144.7	40.9	728452.0	2	0	0	0
KS-20-17	2	140.640453	142.183854	35.342095	37.560562	141.4	36.5	175008.0	2	0	0	0
KS-20-2	2	130.588088	139.270082	31.150911	34.962354	134.9	33.1	106302.0	2	0	0	0
KS-20-E01C	2	129.093901	134.81831	28.095325	33.757044	132.0	30.9	467966.0	2	0	0	0
KS-19-14	2	141.130964	145.301219	35.621016	39.655217	143.2	37.6	1295534.0	2	0	0	0
KS-19-16	2	136.561346	137.110399	32.888412	33.732354	136.8	33.3	88478.0	2	0	0	0
KS-19-8	2	130.207412	134.825876	25.648296	28.371565	132.5	27.0	737945.0	0	2	0	0
KS-19-J01	2	136.172444	136.24984	33.503277	33.712566	136.2	33.6	16914.0	2	0	0	0
KS-19-J04	2	138.443367	141.513017	34.043219	34.989972	140.0	34.5	284696.0	2	0	0	0
KS-17-J09C	2	141.483425	143.58791	35.392128	39.953393	142.5	37.7	527037.0	2	0	0	0
KS-19-13	2	141.388918	145.821738	37.355573	39.55984	143.6	38.5	691824.0	2	0	0	0
KR21-15C	2	137.902802	139.862254	37.228815	40.80571	138.9	39.0	104974.0	2	0	0	0
KM21-13C	2	134.494641	137.812316	32.729686	34.035752	136.2	33.4	472184.0	2	0	0	0
KM21-E04C	2	138.526893	139.695223	29.158892	34.01568	139.1	31.6	475130.0	2	0	0	0
KM22-01	2	129.992144	138.12796	30.553176	34.352231	134.1	32.5	419656.0	2	0	0	0
KM22-02	2	126.406727	138.536131	24.407203	34.504254	132.5	29.5	2758751.0	2	0	0	0
KM22-05	2	141.370051	145.215844	36.655328	41.775129	143.3	39.2	1829884.0	2	0	0	0
KM18-01	2	129.547241	138.966235	26.416261	34.408495	134.3	30.4	3944406.0	2	0	0	0
KM18-02C	2	139.169008	140.111667	32.08727	33.949014	139.6	33.0	144120.0	2	0	0	0
KM18-04C	2	126.371104	138.115596	26.290007	33.898327	132.2	30.1	2969408.0	2	0	0	0
KM18-05C	2	140.980836	142.822936	35.297121	40.292242	141.9	37.8	522143.0	2	0	0	0
KM18-06	2	140.244824	149.773301	34.94024	38.031312	145.0	36.5	6164425.0	2	0	0	0
KM18-08C	2	127.040033	139.697295	26.30274	35.036258	133.4	30.7	2918559.0	2	0	0	0
KY15-07	2	139.628753	139.936362	31.949118	34.660842	139.8	33.3	1069377.0	2	0	0	0
KM17-09	2	139.567889	144.38315	27.947273	34.78824	142.0	31.4	2473247.0	2	0	0	0
KM17-10C	2	126.952128	130.931179	26.774778	28.71186	128.9	27.7	166389.0	2	0	0	0
KM17-12C	2	124.051604	139.53549	24.939538	34.709797	131.8	29.8	2624154.0	2	0	0	0
KM17-13	2	138.490641	139.930935	32.441031	34.857028	139.2	33.6	154709.0	2	0	0	0
KM17-14C	2	139.751705	154.634468	19.50073	34.366196	147.2	26.9	6122951.0	2	0	0	0
KM17-E01	2	145.625859	154.611377	22.843924	24.939365	150.1	23.9	2041562.0	2	0	0	0
KY07-12	2	144.440909	145.227717	32.24268	32.382921	144.8	32.3	54272.0	2	0	0	0
KY07-05	2	139.357899	141.844729	34.992382	36.127204	140.6	35.6	47102.0	2	0	0	0
KM17-04	2	137.796145	139.233317	32.773161	34.952173	138.5	33.9	715846.0	2	0	0	0
KM17-08C	2	128.060104	138.630101	27.02505	34.126433	133.3	30.6	2363747.0	2	0	0	0
KR20-09	2	135.152098	139.625685	32.856827	35.051062	137.4	34.0	726271.0	2	0	0	0
KR20-10	2	131.611137	133.014373	30.635759	32.434069	132.3	31.5	403143.0	2	0	0	0
