file_id	input_path	n_cells_in	n_points_in	status	notes
MR07-03_bathymetry_dmo::20070624.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070624.parquet	313	110912	ok	
MR07-03_bathymetry_dmo::20070606.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070606.parquet	2981	567921	ok	
MR07-03_bathymetry_dmo::20070614.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070614.parquet	984	908037	ok	
MR07-03_bathymetry_dmo::20070621.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070621.parquet	207	1375299	ok	
MR07-03_bathymetry_dmo::20070619.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070619.parquet	161	1309047	ok	
MR07-03_bathymetry_dmo::20070710.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070710.parquet	2654	770882	ok	
MR07-03_bathymetry_dmo::20070623.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070623.parquet	53	387012	ok	
MR07-03_bathymetry_dmo::20070703.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070703.parquet	1209	388496	ok	
MR07-03_bathymetry_dmo::20070602.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070602.parquet	3911	550427	ok	
MR07-03_bathymetry_dmo::20070625.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070625.parquet	404	734618	ok	
MR07-03_bathymetry_dmo::20070712.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070712.parquet	811	71134	ok	
MR07-03_bathymetry_dmo::20070608.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070608.parquet	1548	920215	ok	
MR07-03_bathymetry_dmo::20070628.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070628.parquet	587	695665	ok	
MR07-03_bathymetry_dmo::20070615.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070615.parquet	275	937562	ok	
MR07-03_bathymetry_dmo::20070603.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070603.parquet	3767	589341	ok	
MR07-03_bathymetry_dmo::20070618.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070618.parquet	341	1049075	ok	
MR07-03_bathymetry_dmo::20070709.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070709.parquet	3093	651430	ok	
MR07-03_bathymetry_dmo::20070617.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070617.parquet	243	1255013	ok	
MR07-03_bathymetry_dmo::20070630.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070630.parquet	369	685753	ok	
MR07-03_bathymetry_dmo::20070613.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070613.parquet	147	830562	ok	
MR07-03_bathymetry_dmo::20070701.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070701.parquet	1310	695195	ok	
MR07-03_bathymetry_dmo::20070612.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070612.parquet	1235	637813	ok	
MR07-03_bathymetry_dmo::20070616.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070616.parquet	495	1225204	ok	
MR07-03_bathymetry_dmo::20070611.dat	derived/file_cells_1min/MR07-03_bathymetry_dmo__20070611.parquet	202	619431	ok	
KR07-12_bathymetry_dmo::20070921.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070921.parquet	213	410165	ok	
KR07-12_bathymetry_dmo::20070914.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070914.parquet	114	789852	ok	
KR07-12_bathymetry_dmo::20070911.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070911.parquet	349	2315431	ok	
KR07-12_bathymetry_dmo::20070916.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070916.parquet	60	140096	ok	
KR07-12_bathymetry_dmo::20070918.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070918.parquet	35	72457	ok	
KR07-12_bathymetry_dmo::20070913.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070913.parquet	40	88474	ok	
KR07-12_bathymetry_dmo::20070919.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070919.parquet	539	1058228	ok	
KR07-12_bathymetry_dmo::20070910.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070910.parquet	12	166170	ok	
KR07-12_bathymetry_dmo::20070912.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070912.parquet	86	518797	ok	
KR07-12_bathymetry_dmo::20070920.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070920.parquet	225	391725	ok	
KR07-12_bathymetry_dmo::20070915.dat	derived/file_cells_1min/KR07-12_bathymetry_dmo__20070915.parquet	810	1509837	ok	
MR00-K03_bathymetry_dmo::20000528.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000528.parquet	4090	659118	ok	
MR00-K03_bathymetry_dmo::20000521.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000521.parquet	1913	296955	ok	
MR00-K03_bathymetry_dmo::20000522.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000522.parquet	994	165327	ok	
MR00-K03_bathymetry_dmo::20000512.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000512.parquet	513	80552	ok	
MR00-K03_bathymetry_dmo::20000511.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000511.parquet	78	11559	ok	
MR00-K03_bathymetry_dmo::20000513.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000513.parquet	693	104340	ok	
MR00-K03_bathymetry_dmo::20000609.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000609.parquet	119	447148	ok	
MR00-K03_bathymetry_dmo::20000602.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000602.parquet	2056	376733	ok	
MR00-K03_bathymetry_dmo::20000605.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000605.parquet	1619	236286	ok	
MR00-K03_bathymetry_dmo::20000608.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000608.parquet	3795	677703	ok	
MR00-K03_bathymetry_dmo::20000607.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000607.parquet	4005	593619	ok	
MR00-K03_bathymetry_dmo::20000526.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000526.parquet	313	21463	ok	
MR00-K03_bathymetry_dmo::20000509.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000509.parquet	2243	1166433	ok	
MR00-K03_bathymetry_dmo::20000517.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000517.parquet	1501	953546	ok	
MR00-K03_bathymetry_dmo::20000519.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000519.parquet	801	180854	ok	
MR00-K03_bathymetry_dmo::20000524.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000524.parquet	21	24795	ok	
MR00-K03_bathymetry_dmo::20000606.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000606.parquet	685	123305	ok	
MR00-K03_bathymetry_dmo::20000515.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000515.parquet	804	566549	ok	
MR00-K03_bathymetry_dmo::20000604.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000604.parquet	1582	167349	ok	
MR00-K03_bathymetry_dmo::20000531.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000531.parquet	1055	757754	ok	
MR00-K03_bathymetry_dmo::20000529.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000529.parquet	1511	881421	ok	
MR00-K03_bathymetry_dmo::20000601.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000601.parquet	2079	237089	ok	
MR00-K03_bathymetry_dmo::20000520.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000520.parquet	2054	479548	ok	
MR00-K03_bathymetry_dmo::20000518.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000518.parquet	3388	823906	ok	
MR00-K03_bathymetry_dmo::20000603.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000603.parquet	2486	290722	ok	
MR00-K03_bathymetry_dmo::20000523.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000523.parquet	105	61952	ok	
MR00-K03_bathymetry_dmo::20000510.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000510.parquet	3852	566066	ok	
MR00-K03_bathymetry_dmo::20000527.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000527.parquet	1550	220782	ok	
MR00-K03_bathymetry_dmo::20000514.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000514.parquet	2258	309230	ok	
MR00-K03_bathymetry_dmo::20000516.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000516.parquet	1017	599960	ok	
MR00-K03_bathymetry_dmo::20000530.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000530.parquet	670	430966	ok	
MR00-K03_bathymetry_dmo::20000525.dat	derived/file_cells_1min/MR00-K03_bathymetry_dmo__20000525.parquet	2872	388725	ok	
KR18-12C_bathymetry_dmo::KR18-12C.dat	derived/file_cells_1min/KR18-12C_bathymetry_dmo__KR18-12C.parquet	1477	404474	ok	
KR18-12C_bathymetry_dmo::KR18-12C_t.dat	derived/file_cells_1min/KR18-12C_bathymetry_dmo__KR18-12C_t.parquet	2976	739833	ok	
KY08-03_leg1_bathymetry_dmo::20080410.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080410.parquet	4	19699	ok	
KY08-03_leg1_bathymetry_dmo::20080406.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080406.parquet	18	391271	ok	
KY08-03_leg1_bathymetry_dmo::20080412.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080412.parquet	7	381821	ok	
KY08-03_leg1_bathymetry_dmo::20080407.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080407.parquet	3	29172	ok	
KY08-03_leg1_bathymetry_dmo::20080413.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080413.parquet	7	269055	ok	
KY08-03_leg1_bathymetry_dmo::20080411.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080411.parquet	11	475623	ok	
KY08-03_leg1_bathymetry_dmo::20080404.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080404.parquet	11	115590	ok	
KY08-03_leg1_bathymetry_dmo::20080409.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080409.parquet	15	271956	ok	
KY08-03_leg1_bathymetry_dmo::20080414.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080414.parquet	8	286606	ok	
KY08-03_leg1_bathymetry_dmo::20080408.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080408.parquet	16	506759	ok	
KY08-03_leg1_bathymetry_dmo::20080405.dat	derived/file_cells_1min/KY08-03_leg1_bathymetry_dmo__20080405.parquet	17	353988	ok	
KS-20-2_bathymetry_dmo::KS-20-2.dat	derived/file_cells_1min/KS-20-2_bathymetry_dmo__KS-20-2.parquet	25	2334	ok	
KS-20-2_bathymetry_dmo::KS-20-2_t.dat	derived/file_cells_1min/KS-20-2_bathymetry_dmo__KS-20-2_t.parquet	706	103968	ok	
KY12-06_bathymetry_dmo::20120402.dat	derived/file_cells_1min/KY12-06_bathymetry_dmo__20120402.parquet	10	14189	ok	
KY12-06_bathymetry_dmo::T20120401.dat	derived/file_cells_1min/KY12-06_bathymetry_dmo__T20120401.parquet	399	670712	ok	
KY12-06_bathymetry_dmo::T20120402.dat	derived/file_cells_1min/KY12-06_bathymetry_dmo__T20120402.parquet	241	608424	ok	
KR04-09_bathymetry_dmo::20040714.dat	derived/file_cells_1min/KR04-09_bathymetry_dmo__20040714.parquet	110	13602	ok	
KR04-09_bathymetry_dmo::20040722.dat	derived/file_cells_1min/KR04-09_bathymetry_dmo__20040722.parquet	418	740416	ok	
KR04-09_bathymetry_dmo::20040723.dat	derived/file_cells_1min/KR04-09_bathymetry_dmo__20040723.parquet	741	829412	ok	
KR04-09_bathymetry_dmo::20040702.dat	derived/file_cells_1min/KR04-09_bathymetry_dmo__20040702.parquet	88	10941	ok	
KR04-09_bathymetry_dmo::20040724.dat	derived/file_cells_1min/KR04-09_bathymetry_dmo__20040724.parquet	218	393022	ok	
KR04-09_bathymetry_dmo::20040709.dat	derived/file_cells_1min/KR04-09_bathymetry_dmo__20040709.parquet	53	25408	ok	
KR16-E04_bathymetry_dmo::KR16-E04_bathymetry_dmo/2_OpenCheckData/KR16-E04_transit/KR16-E04_t.dat	derived/file_cells_1min/KR16-E04_bathymetry_dmo__KR16-E04_bathymetry_dmo__2_OpenCheckData__KR16-E04_transit__KR16-E04_t.parquet	1833	348688	ok	
KR16-E04_bathymetry_dmo::KR16-E04_bathymetry_dmo/2_OpenCheckData/KR16-E04/KR16-E04.dat	derived/file_cells_1min/KR16-E04_bathymetry_dmo__KR16-E04_bathymetry_dmo__2_OpenCheckData__KR16-E04__KR16-E04.parquet	255	61360	ok	
KR03-07_bathymetry_dmo::20030702.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030702.parquet	2243	377955	ok	
KR03-07_bathymetry_dmo::20030704.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030704.parquet	1820	336014	ok	
KR03-07_bathymetry_dmo::20030706.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030706.parquet	3127	472283	ok	
KR03-07_bathymetry_dmo::20030630.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030630.parquet	1524	308046	ok	
KR03-07_bathymetry_dmo::20030629.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030629.parquet	462	65624	ok	
KR03-07_bathymetry_dmo::20030707.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030707.parquet	2631	487383	ok	
KR03-07_bathymetry_dmo::20030708.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030708.parquet	3244	517173	ok	
KR03-07_bathymetry_dmo::20030709.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030709.parquet	878	116753	ok	
KR03-07_bathymetry_dmo::20030705.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030705.parquet	1282	280048	ok	
KR03-07_bathymetry_dmo::20030703.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030703.parquet	1707	318294	ok	
KR03-07_bathymetry_dmo::20030701.dat	derived/file_cells_1min/KR03-07_bathymetry_dmo__20030701.parquet	1467	319706	ok	
KM18-05C_bathymetry_dmo::KM18-05C.dat	derived/file_cells_1min/KM18-05C_bathymetry_dmo__KM18-05C.parquet	1746	349643	ok	
KM18-05C_bathymetry_dmo::KM18-05C_t.dat	derived/file_cells_1min/KM18-05C_bathymetry_dmo__KM18-05C_t.parquet	802	172500	ok	
KM20-05_bathymetry_dmo::KM20-05.dat	derived/file_cells_1min/KM20-05_bathymetry_dmo__KM20-05.parquet	8293	2280419	ok	
KM20-05_bathymetry_dmo::KM20-05_t.dat	derived/file_cells_1min/KM20-05_bathymetry_dmo__KM20-05_t.parquet	3254	872940	ok	
KR15-09_bathymetry_dmo::KR15-09_bathymetry_dmo/2_OpenCheckData/KR15-09_transit/KR15-09_t.dat	derived/file_cells_1min/KR15-09_bathymetry_dmo__KR15-09_bathymetry_dmo__2_OpenCheckData__KR15-09_transit__KR15-09_t.parquet	78	11494	ok	
KR15-09_bathymetry_dmo::KR15-09_bathymetry_dmo/2_OpenCheckData/KR15-09/KR15-09.dat	derived/file_cells_1min/KR15-09_bathymetry_dmo__KR15-09_bathymetry_dmo__2_OpenCheckData__KR15-09__KR15-09.parquet	154	32101	ok	
KY11-07_leg2_bathymetry_dmo::20110701.dat	derived/file_cells_1min/KY11-07_leg2_bathymetry_dmo__20110701.parquet	77	379737	ok	
KY11-07_leg2_bathymetry_dmo::20110702.dat	derived/file_cells_1min/KY11-07_leg2_bathymetry_dmo__20110702.parquet	40	298455	ok	
KY11-07_leg2_bathymetry_dmo::20110630.dat	derived/file_cells_1min/KY11-07_leg2_bathymetry_dmo__20110630.parquet	13	120454	ok	
KR19-09_bathymetry_dmo::KR19-09.dat	derived/file_cells_1min/KR19-09_bathymetry_dmo__KR19-09.parquet	1176	287462	ok	
KR19-09_bathymetry_dmo::KR19-09_t.dat	derived/file_cells_1min/KR19-09_bathymetry_dmo__KR19-09_t.parquet	1157	269295	ok	
KR05-15_bathymetry_dmo::20051105.dat	derived/file_cells_1min/KR05-15_bathymetry_dmo__20051105.parquet	295	125580	ok	
KR05-15_bathymetry_dmo::20051103.dat	derived/file_cells_1min/KR05-15_bathymetry_dmo__20051103.parquet	1790	619598	ok	
KR05-15_bathymetry_dmo::20051104.dat	derived/file_cells_1min/KR05-15_bathymetry_dmo__20051104.parquet	609	583998	ok	
KR05-15_bathymetry_dmo::20051102.dat	derived/file_cells_1min/KR05-15_bathymetry_dmo__20051102.parquet	426	618949	ok	
KR05-15_bathymetry_dmo::20051101.dat	derived/file_cells_1min/KR05-15_bathymetry_dmo__20051101.parquet	598	657157	ok	
KR05-15_bathymetry_dmo::20051030.dat	derived/file_cells_1min/KR05-15_bathymetry_dmo__20051030.parquet	1874	680242	ok	
KR05-15_bathymetry_dmo::20051031.dat	derived/file_cells_1min/KR05-15_bathymetry_dmo__20051031.parquet	524	793192	ok	
KY14-11_leg1_bathymetry_dmo::20140723.dat	derived/file_cells_1min/KY14-11_leg1_bathymetry_dmo__20140723.parquet	105	302252	ok	
KY14-11_leg1_bathymetry_dmo::20140721.dat	derived/file_cells_1min/KY14-11_leg1_bathymetry_dmo__20140721.parquet	201	271689	ok	
KY14-11_leg1_bathymetry_dmo::20140720.dat	derived/file_cells_1min/KY14-11_leg1_bathymetry_dmo__20140720.parquet	29	23132	ok	
KY14-11_leg1_bathymetry_dmo::20140724.dat	derived/file_cells_1min/KY14-11_leg1_bathymetry_dmo__20140724.parquet	218	690336	ok	
KY14-11_leg1_bathymetry_dmo::T20140720.dat	derived/file_cells_1min/KY14-11_leg1_bathymetry_dmo__T20140720.parquet	491	916357	ok	
KY14-11_leg1_bathymetry_dmo::20140725.dat	derived/file_cells_1min/KY14-11_leg1_bathymetry_dmo__20140725.parquet	215	450341	ok	
KY14-11_leg1_bathymetry_dmo::20140722.dat	derived/file_cells_1min/KY14-11_leg1_bathymetry_dmo__20140722.parquet	117	444234	ok	
KR20-07_bathymetry_dmo::KR20-07_t.dat	derived/file_cells_1min/KR20-07_bathymetry_dmo__KR20-07_t.parquet	1073	245712	ok	
KY06-03_leg1_bathymetry_dmo::20060319.dat	derived/file_cells_1min/KY06-03_leg1_bathymetry_dmo__20060319.parquet	20	30747	ok	
KR19-03_bathymetry_dmo::KR19-03_t.dat	derived/file_cells_1min/KR19-03_bathymetry_dmo__KR19-03_t.parquet	2775	698690	ok	
KR05-05_bathymetry_dmo::20050516.dat	derived/file_cells_1min/KR05-05_bathymetry_dmo__20050516.parquet	559	654818	ok	
KR05-05_bathymetry_dmo::20050515.dat	derived/file_cells_1min/KR05-05_bathymetry_dmo__20050515.parquet	645	613192	ok	
KR05-05_bathymetry_dmo::20050521.dat	derived/file_cells_1min/KR05-05_bathymetry_dmo__20050521.parquet	111	135607	ok	
KR05-05_bathymetry_dmo::20050519.dat	derived/file_cells_1min/KR05-05_bathymetry_dmo__20050519.parquet	2270	513216	ok	
KR05-05_bathymetry_dmo::20050513.dat	derived/file_cells_1min/KR05-05_bathymetry_dmo__20050513.parquet	2188	704285	ok	
KR05-05_bathymetry_dmo::20050517.dat	derived/file_cells_1min/KR05-05_bathymetry_dmo__20050517.parquet	107	49796	ok	
KR05-05_bathymetry_dmo::20050520.dat	derived/file_cells_1min/KR05-05_bathymetry_dmo__20050520.parquet	3013	698451	ok	
KR05-05_bathymetry_dmo::20050514.dat	derived/file_cells_1min/KR05-05_bathymetry_dmo__20050514.parquet	2824	573592	ok	
KR08-04_bathymetry_dmo::20080505.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080505.parquet	462	1236193	ok	
KR08-04_bathymetry_dmo::20080426.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080426.parquet	445	1094789	ok	
KR08-04_bathymetry_dmo::20080430.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080430.parquet	10	77776	ok	
KR08-04_bathymetry_dmo::20080508.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080508.parquet	316	1545014	ok	
KR08-04_bathymetry_dmo::20080428.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080428.parquet	235	619570	ok	
KR08-04_bathymetry_dmo::20080504.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080504.parquet	377	935409	ok	
KR08-04_bathymetry_dmo::20080506.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080506.parquet	292	1689158	ok	
KR08-04_bathymetry_dmo::20080427.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080427.parquet	36	451380	ok	
KR08-04_bathymetry_dmo::20080507.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080507.parquet	387	1338043	ok	
KR08-04_bathymetry_dmo::20080429.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080429.parquet	225	923890	ok	
KR08-04_bathymetry_dmo::20080509.dat	derived/file_cells_1min/KR08-04_bathymetry_dmo__20080509.parquet	128	202602	ok	
KY05-11_bathymetry_dmo::20051026.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051026.parquet	290	775331	ok	
KY05-11_bathymetry_dmo::20051006.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051006.parquet	171	505325	ok	
KY05-11_bathymetry_dmo::20051024.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051024.parquet	215	571072	ok	
KY05-11_bathymetry_dmo::20051009.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051009.parquet	159	434774	ok	
KY05-11_bathymetry_dmo::20051023.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051023.parquet	164	402811	ok	
KY05-11_bathymetry_dmo::20051011.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051011.parquet	285	798177	ok	
KY05-11_bathymetry_dmo::20051027.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051027.parquet	236	760583	ok	
KY05-11_bathymetry_dmo::20051007.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051007.parquet	199	810386	ok	
KY05-11_bathymetry_dmo::20051028.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051028.parquet	339	565323	ok	
KY05-11_bathymetry_dmo::20051101.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051101.parquet	144	110182	ok	
KY05-11_bathymetry_dmo::20051010.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051010.parquet	335	777598	ok	
KY05-11_bathymetry_dmo::20051030.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051030.parquet	388	219685	ok	
KY05-11_bathymetry_dmo::20051022.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051022.parquet	127	568812	ok	
KY05-11_bathymetry_dmo::20051031.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051031.parquet	482	354654	ok	
KY05-11_bathymetry_dmo::20051008.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051008.parquet	191	830208	ok	
KY05-11_bathymetry_dmo::20051025.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051025.parquet	380	564546	ok	
KY05-11_bathymetry_dmo::20051029.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051029.parquet	68	88136	ok	
KY05-11_bathymetry_dmo::20051021.dat	derived/file_cells_1min/KY05-11_bathymetry_dmo__20051021.parquet	18	64090	ok	
KY03-11_bathymetry_dmo::20031006.dat	derived/file_cells_1min/KY03-11_bathymetry_dmo__20031006.parquet	49	167833	ok	
KY03-11_bathymetry_dmo::20031014.dat	derived/file_cells_1min/KY03-11_bathymetry_dmo__20031014.parquet	2	2354	ok	
KY03-11_bathymetry_dmo::20031005.dat	derived/file_cells_1min/KY03-11_bathymetry_dmo__20031005.parquet	5	24802	ok	
KY03-11_bathymetry_dmo::20031012.dat	derived/file_cells_1min/KY03-11_bathymetry_dmo__20031012.parquet	6	5471	ok	
KY03-11_bathymetry_dmo::20031003.dat	derived/file_cells_1min/KY03-11_bathymetry_dmo__20031003.parquet	6	26950	ok	
KY03-11_bathymetry_dmo::20031004.dat	derived/file_cells_1min/KY03-11_bathymetry_dmo__20031004.parquet	11	15462	ok	
KM18-06_bathymetry_dmo::KM18-06.dat	derived/file_cells_1min/KM18-06_bathymetry_dmo__KM18-06.parquet	19905	6030216	ok	
KM18-06_bathymetry_dmo::KM18-06_t.dat	derived/file_cells_1min/KM18-06_bathymetry_dmo__KM18-06_t.parquet	600	134209	ok	
KY02-01_bathymetry_dmo::20020126.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020126.parquet	280	259362	ok	
KY02-01_bathymetry_dmo::20020125.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020125.parquet	331	668766	ok	
KY02-01_bathymetry_dmo::20020117.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020117.parquet	240	944500	ok	
KY02-01_bathymetry_dmo::20020124.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020124.parquet	457	687272	ok	
KY02-01_bathymetry_dmo::20020123.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020123.parquet	590	646591	ok	
KY02-01_bathymetry_dmo::20020122.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020122.parquet	214	1096851	ok	
KY02-01_bathymetry_dmo::20020120.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020120.parquet	245	940783	ok	
KY02-01_bathymetry_dmo::20020119.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020119.parquet	132	1049372	ok	
KY02-01_bathymetry_dmo::20020118.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020118.parquet	242	1172137	ok	
KY02-01_bathymetry_dmo::20020121.dat	derived/file_cells_1min/KY02-01_bathymetry_dmo__20020121.parquet	316	800510	ok	
MR04-08_leg1_bathymetry_dmo::20041224.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20041224.parquet	160	725567	ok	
MR04-08_leg1_bathymetry_dmo::20050106.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20050106.parquet	158	736014	ok	
MR04-08_leg1_bathymetry_dmo::20050104.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20050104.parquet	149	767349	ok	
MR04-08_leg1_bathymetry_dmo::20050103.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20050103.parquet	80	841969	ok	
MR04-08_leg1_bathymetry_dmo::20041218.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20041218.parquet	189	884275	ok	
MR04-08_leg1_bathymetry_dmo::20041213.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20041213.parquet	1828	925298	ok	
MR04-08_leg1_bathymetry_dmo::20041220.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20041220.parquet	133	872079	ok	
MR04-08_leg1_bathymetry_dmo::20041231.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20041231.parquet	353	804956	ok	
MR04-08_leg1_bathymetry_dmo::20041227.dat	derived/file_cells_1min/MR04-08_leg1_bathymetry_dmo__20041227.parquet	311	779096	ok	
