file_id	subzip_id	relative_path	filename	ext	size_bytes	line_count	col_count	is_ascii	has_header	lon_min	lon_max	lat_min	lat_max	depth_min	depth_max	depth_sign	status	notes	first_lines	used_for_points	data_layout	lon_col	lat_col	depth_col	date_col	time_col	sonar_idx_col	cruise_id_guess	date_guess	track_kind
KY06-10_bathymetry_dmo::darwin-data-kaiyo-ky06-10-bathymetry_j.pdf	KY06-10_bathymetry_dmo	KY06-10_bathymetry_dmo/darwin-data-kaiyo-ky06-10-bathymetry_j.pdf	darwin-data-kaiyo-ky06-10-bathymetry_j.pdf	.pdf	811601												non_dat			False	unknown_or_non_bathymetry									
KY06-10_bathymetry_dmo::terms_conditions_jp.pdf	KY06-10_bathymetry_dmo	KY06-10_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KY06-10_bathymetry_dmo::darwin-data-kaiyo-ky06-10-bathymetry_e.pdf	KY06-10_bathymetry_dmo	KY06-10_bathymetry_dmo/darwin-data-kaiyo-ky06-10-bathymetry_e.pdf	darwin-data-kaiyo-ky06-10-bathymetry_e.pdf	.pdf	712605												non_dat			False	unknown_or_non_bathymetry									
KR16-18_bathymetry_dmo::terms_conditions_eng.pdf	KR16-18_bathymetry_dmo	KR16-18_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR16-18_bathymetry_dmo::terms_conditions_jp.pdf	KR16-18_bathymetry_dmo	KR16-18_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR16-18_bathymetry_dmo::darwin-data-kairei-kr16-18-bathymetry_j.pdf	KR16-18_bathymetry_dmo	KR16-18_bathymetry_dmo/darwin-data-kairei-kr16-18-bathymetry_j.pdf	darwin-data-kairei-kr16-18-bathymetry_j.pdf	.pdf	901362												non_dat			False	unknown_or_non_bathymetry									
KR16-18_bathymetry_dmo::darwin-data-kairei-kr16-18-bathymetry_e.pdf	KR16-18_bathymetry_dmo	KR16-18_bathymetry_dmo/darwin-data-kairei-kr16-18-bathymetry_e.pdf	darwin-data-kairei-kr16-18-bathymetry_e.pdf	.pdf	798723												non_dat			False	unknown_or_non_bathymetry									
KY14-14_leg1_bathymetry_dmo::terms_conditions_eng.pdf	KY14-14_leg1_bathymetry_dmo	KY14-14_leg1_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KY14-14_leg1_bathymetry_dmo::darwin-data-kaiyo-ky14-14_leg1-bathymetry_j.pdf	KY14-14_leg1_bathymetry_dmo	KY14-14_leg1_bathymetry_dmo/darwin-data-kaiyo-ky14-14_leg1-bathymetry_j.pdf	darwin-data-kaiyo-ky14-14_leg1-bathymetry_j.pdf	.pdf	667573												non_dat			False	unknown_or_non_bathymetry									
KY14-14_leg1_bathymetry_dmo::darwin-data-kaiyo-ky14-14_leg1-bathymetry_e.pdf	KY14-14_leg1_bathymetry_dmo	KY14-14_leg1_bathymetry_dmo/darwin-data-kaiyo-ky14-14_leg1-bathymetry_e.pdf	darwin-data-kaiyo-ky14-14_leg1-bathymetry_e.pdf	.pdf	561221												non_dat			False	unknown_or_non_bathymetry									
KY14-14_leg1_bathymetry_dmo::terms_conditions_jp.pdf	KY14-14_leg1_bathymetry_dmo	KY14-14_leg1_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
MR06-04_leg1_bathymetry_dmo::terms_conditions_eng.pdf	MR06-04_leg1_bathymetry_dmo	MR06-04_leg1_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
MR06-04_leg1_bathymetry_dmo::terms_conditions_jp.pdf	MR06-04_leg1_bathymetry_dmo	MR06-04_leg1_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
MR06-04_leg1_bathymetry_dmo::darwin-data-mirai-mr06-04_leg1-bathymetry_e.pdf	MR06-04_leg1_bathymetry_dmo	MR06-04_leg1_bathymetry_dmo/darwin-data-mirai-mr06-04_leg1-bathymetry_e.pdf	darwin-data-mirai-mr06-04_leg1-bathymetry_e.pdf	.pdf	754248												non_dat			False	unknown_or_non_bathymetry									
MR06-04_leg1_bathymetry_dmo::darwin-data-mirai-mr06-04_leg1-bathymetry_j.pdf	MR06-04_leg1_bathymetry_dmo	MR06-04_leg1_bathymetry_dmo/darwin-data-mirai-mr06-04_leg1-bathymetry_j.pdf	darwin-data-mirai-mr06-04_leg1-bathymetry_j.pdf	.pdf	864121												non_dat			False	unknown_or_non_bathymetry									
KR09-12_leg2_bathymetry_dmo::terms_conditions_eng.pdf	KR09-12_leg2_bathymetry_dmo	KR09-12_leg2_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR09-12_leg2_bathymetry_dmo::terms_conditions_jp.pdf	KR09-12_leg2_bathymetry_dmo	KR09-12_leg2_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR09-12_leg2_bathymetry_dmo::darwin-data-kairei-kr09-12_leg2-bathymetry_e.pdf	KR09-12_leg2_bathymetry_dmo	KR09-12_leg2_bathymetry_dmo/darwin-data-kairei-kr09-12_leg2-bathymetry_e.pdf	darwin-data-kairei-kr09-12_leg2-bathymetry_e.pdf	.pdf	870065												non_dat			False	unknown_or_non_bathymetry									
KR09-12_leg2_bathymetry_dmo::darwin-data-kairei-kr09-12_leg2-bathymetry_j.pdf	KR09-12_leg2_bathymetry_dmo	KR09-12_leg2_bathymetry_dmo/darwin-data-kairei-kr09-12_leg2-bathymetry_j.pdf	darwin-data-kairei-kr09-12_leg2-bathymetry_j.pdf	.pdf	976682												non_dat			False	unknown_or_non_bathymetry									
KR08-09_bathymetry_dmo::terms_conditions_eng.pdf	KR08-09_bathymetry_dmo	KR08-09_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR08-09_bathymetry_dmo::darwin-data-kairei-kr08-09-bathymetry_e.pdf	KR08-09_bathymetry_dmo	KR08-09_bathymetry_dmo/darwin-data-kairei-kr08-09-bathymetry_e.pdf	darwin-data-kairei-kr08-09-bathymetry_e.pdf	.pdf	815733												non_dat			False	unknown_or_non_bathymetry									
KR08-09_bathymetry_dmo::terms_conditions_jp.pdf	KR08-09_bathymetry_dmo	KR08-09_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR08-09_bathymetry_dmo::darwin-data-kairei-kr08-09-bathymetry_j.pdf	KR08-09_bathymetry_dmo	KR08-09_bathymetry_dmo/darwin-data-kairei-kr08-09-bathymetry_j.pdf	darwin-data-kairei-kr08-09-bathymetry_j.pdf	.pdf	924729												non_dat			False	unknown_or_non_bathymetry									
KY03-10_bathymetry_dmo::terms_conditions_eng.pdf	KY03-10_bathymetry_dmo	KY03-10_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KY03-10_bathymetry_dmo::terms_conditions_jp.pdf	KY03-10_bathymetry_dmo	KY03-10_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KY03-10_bathymetry_dmo::darwin-data-kaiyo-ky03-10-bathymetry_j.pdf	KY03-10_bathymetry_dmo	KY03-10_bathymetry_dmo/darwin-data-kaiyo-ky03-10-bathymetry_j.pdf	darwin-data-kaiyo-ky03-10-bathymetry_j.pdf	.pdf	817623												non_dat			False	unknown_or_non_bathymetry									
KY03-10_bathymetry_dmo::darwin-data-kaiyo-ky03-10-bathymetry_e.pdf	KY03-10_bathymetry_dmo	KY03-10_bathymetry_dmo/darwin-data-kaiyo-ky03-10-bathymetry_e.pdf	darwin-data-kaiyo-ky03-10-bathymetry_e.pdf	.pdf	720254												non_dat			False	unknown_or_non_bathymetry									
KY12-09_bathymetry_dmo::terms_conditions_eng.pdf	KY12-09_bathymetry_dmo	KY12-09_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KY12-09_bathymetry_dmo::darwin-data-kaiyo-ky12-09-bathymetry_e.pdf	KY12-09_bathymetry_dmo	KY12-09_bathymetry_dmo/darwin-data-kaiyo-ky12-09-bathymetry_e.pdf	darwin-data-kaiyo-ky12-09-bathymetry_e.pdf	.pdf	722773												non_dat			False	unknown_or_non_bathymetry									
KY12-09_bathymetry_dmo::terms_conditions_jp.pdf	KY12-09_bathymetry_dmo	KY12-09_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KY12-09_bathymetry_dmo::darwin-data-kaiyo-ky12-09-bathymetry_j.pdf	KY12-09_bathymetry_dmo	KY12-09_bathymetry_dmo/darwin-data-kaiyo-ky12-09-bathymetry_j.pdf	darwin-data-kaiyo-ky12-09-bathymetry_j.pdf	.pdf	829679												non_dat			False	unknown_or_non_bathymetry									
KS-21-J05_bathymetry_dmo::KS-21-J05_bathymetry_readme_eng.pdf	KS-21-J05_bathymetry_dmo	KS-21-J05_bathymetry_dmo/KS-21-J05_bathymetry_readme_eng.pdf	KS-21-J05_bathymetry_readme_eng.pdf	.pdf	383870												non_dat			False	unknown_or_non_bathymetry									
KS-21-J05_bathymetry_dmo::terms_conditions_eng.pdf	KS-21-J05_bathymetry_dmo	KS-21-J05_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KS-21-J05_bathymetry_dmo::terms_conditions_jp.pdf	KS-21-J05_bathymetry_dmo	KS-21-J05_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KS-21-J05_bathymetry_dmo::KS-21-J05_bathymetry_readme_jp.pdf	KS-21-J05_bathymetry_dmo	KS-21-J05_bathymetry_dmo/KS-21-J05_bathymetry_readme_jp.pdf	KS-21-J05_bathymetry_readme_jp.pdf	.pdf	541182												non_dat			False	unknown_or_non_bathymetry									
KR13-07_bathymetry_dmo::darwin-data-kairei-kr13-07-bathymetry_e.pdf	KR13-07_bathymetry_dmo	KR13-07_bathymetry_dmo/darwin-data-kairei-kr13-07-bathymetry_e.pdf	darwin-data-kairei-kr13-07-bathymetry_e.pdf	.pdf	811160												non_dat			False	unknown_or_non_bathymetry									
KR13-07_bathymetry_dmo::darwin-data-kairei-kr13-07-bathymetry_j.pdf	KR13-07_bathymetry_dmo	KR13-07_bathymetry_dmo/darwin-data-kairei-kr13-07-bathymetry_j.pdf	darwin-data-kairei-kr13-07-bathymetry_j.pdf	.pdf	913541												non_dat			False	unknown_or_non_bathymetry									
KR13-07_bathymetry_dmo::terms_conditions_eng.pdf	KR13-07_bathymetry_dmo	KR13-07_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR13-07_bathymetry_dmo::terms_conditions_jp.pdf	KR13-07_bathymetry_dmo	KR13-07_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KM19-MSB-E01C_bathymetry_dmo::terms_conditions_eng.pdf	KM19-MSB-E01C_bathymetry_dmo	KM19-MSB-E01C_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KM19-MSB-E01C_bathymetry_dmo::terms_conditions_jp.pdf	KM19-MSB-E01C_bathymetry_dmo	KM19-MSB-E01C_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KM19-MSB-E01C_bathymetry_dmo::darwin-data-kaimei-km19-msb-e01c-bathymetry_j.pdf	KM19-MSB-E01C_bathymetry_dmo	KM19-MSB-E01C_bathymetry_dmo/darwin-data-kaimei-km19-msb-e01c-bathymetry_j.pdf	darwin-data-kaimei-km19-msb-e01c-bathymetry_j.pdf	.pdf	874423												non_dat			False	unknown_or_non_bathymetry									
KM19-MSB-E01C_bathymetry_dmo::darwin-data-kaimei-km19-msb-e01c-bathymetry_e.pdf	KM19-MSB-E01C_bathymetry_dmo	KM19-MSB-E01C_bathymetry_dmo/darwin-data-kaimei-km19-msb-e01c-bathymetry_e.pdf	darwin-data-kaimei-km19-msb-e01c-bathymetry_e.pdf	.pdf	776798												non_dat			False	unknown_or_non_bathymetry									
KR13-12_bathymetry_dmo::terms_conditions_eng.pdf	KR13-12_bathymetry_dmo	KR13-12_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR13-12_bathymetry_dmo::darwin-data-kairei-kr13-12-bathymetry_e.pdf	KR13-12_bathymetry_dmo	KR13-12_bathymetry_dmo/darwin-data-kairei-kr13-12-bathymetry_e.pdf	darwin-data-kairei-kr13-12-bathymetry_e.pdf	.pdf	752741												non_dat			False	unknown_or_non_bathymetry									
KR13-12_bathymetry_dmo::darwin-data-kairei-kr13-12-bathymetry_j.pdf	KR13-12_bathymetry_dmo	KR13-12_bathymetry_dmo/darwin-data-kairei-kr13-12-bathymetry_j.pdf	darwin-data-kairei-kr13-12-bathymetry_j.pdf	.pdf	856402												non_dat			False	unknown_or_non_bathymetry									
KR13-12_bathymetry_dmo::terms_conditions_jp.pdf	KR13-12_bathymetry_dmo	KR13-12_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR09-14_bathymetry_dmo::darwin-data-kairei-kr09-14-bathymetry_e.pdf	KR09-14_bathymetry_dmo	KR09-14_bathymetry_dmo/darwin-data-kairei-kr09-14-bathymetry_e.pdf	darwin-data-kairei-kr09-14-bathymetry_e.pdf	.pdf	821220												non_dat			False	unknown_or_non_bathymetry									
KR09-14_bathymetry_dmo::terms_conditions_eng.pdf	KR09-14_bathymetry_dmo	KR09-14_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR09-14_bathymetry_dmo::terms_conditions_jp.pdf	KR09-14_bathymetry_dmo	KR09-14_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR09-14_bathymetry_dmo::darwin-data-kairei-kr09-14-bathymetry_j.pdf	KR09-14_bathymetry_dmo	KR09-14_bathymetry_dmo/darwin-data-kairei-kr09-14-bathymetry_j.pdf	darwin-data-kairei-kr09-14-bathymetry_j.pdf	.pdf	924413												non_dat			False	unknown_or_non_bathymetry									
KS-21-6_bathymetry_dmo::terms_conditions_eng.pdf	KS-21-6_bathymetry_dmo	KS-21-6_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KS-21-6_bathymetry_dmo::KS-21-6_bathymetry_readme_jp.pdf	KS-21-6_bathymetry_dmo	KS-21-6_bathymetry_dmo/KS-21-6_bathymetry_readme_jp.pdf	KS-21-6_bathymetry_readme_jp.pdf	.pdf	509832												non_dat			False	unknown_or_non_bathymetry									
KS-21-6_bathymetry_dmo::terms_conditions_jp.pdf	KS-21-6_bathymetry_dmo	KS-21-6_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KS-21-6_bathymetry_dmo::KS-21-6_bathymetry_readme_eng.pdf	KS-21-6_bathymetry_dmo	KS-21-6_bathymetry_dmo/KS-21-6_bathymetry_readme_eng.pdf	KS-21-6_bathymetry_readme_eng.pdf	.pdf	347201												non_dat			False	unknown_or_non_bathymetry									
KR15-05_bathymetry::terms_conditions_eng.pdf	KR15-05_bathymetry	KR15-05_bathymetry/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR15-05_bathymetry::darwin-data-kairei-kr15-05-bathymetry_j.pdf	KR15-05_bathymetry	KR15-05_bathymetry/darwin-data-kairei-kr15-05-bathymetry_j.pdf	darwin-data-kairei-kr15-05-bathymetry_j.pdf	.pdf	1115043												non_dat			False	unknown_or_non_bathymetry									
KR15-05_bathymetry::terms_conditions_jp.pdf	KR15-05_bathymetry	KR15-05_bathymetry/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR15-05_bathymetry::darwin-data-kairei-kr15-05-bathymetry_e.pdf	KR15-05_bathymetry	KR15-05_bathymetry/darwin-data-kairei-kr15-05-bathymetry_e.pdf	darwin-data-kairei-kr15-05-bathymetry_e.pdf	.pdf	1010769												non_dat			False	unknown_or_non_bathymetry									
KR15-03_bathymetry_dmo::terms_conditions_eng.pdf	KR15-03_bathymetry_dmo	KR15-03_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR15-03_bathymetry_dmo::darwin-data-kairei-kr15-03-bathymetry_j.pdf	KR15-03_bathymetry_dmo	KR15-03_bathymetry_dmo/darwin-data-kairei-kr15-03-bathymetry_j.pdf	darwin-data-kairei-kr15-03-bathymetry_j.pdf	.pdf	1031761												non_dat			False	unknown_or_non_bathymetry									
KR15-03_bathymetry_dmo::darwin-data-kairei-kr15-03-bathymetry_e.pdf	KR15-03_bathymetry_dmo	KR15-03_bathymetry_dmo/darwin-data-kairei-kr15-03-bathymetry_e.pdf	darwin-data-kairei-kr15-03-bathymetry_e.pdf	.pdf	931585												non_dat			False	unknown_or_non_bathymetry									
KR15-03_bathymetry_dmo::terms_conditions_jp.pdf	KR15-03_bathymetry_dmo	KR15-03_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KY08-03_leg3_bathymetry_dmo::terms_conditions_eng.pdf	KY08-03_leg3_bathymetry_dmo	KY08-03_leg3_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KY08-03_leg3_bathymetry_dmo::terms_conditions_jp.pdf	KY08-03_leg3_bathymetry_dmo	KY08-03_leg3_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KY08-03_leg3_bathymetry_dmo::darwin-data-kaiyo-ky08-03_leg3-bathymetry_e.pdf	KY08-03_leg3_bathymetry_dmo	KY08-03_leg3_bathymetry_dmo/darwin-data-kaiyo-ky08-03_leg3-bathymetry_e.pdf	darwin-data-kaiyo-ky08-03_leg3-bathymetry_e.pdf	.pdf	541237												non_dat			False	unknown_or_non_bathymetry									
KY08-03_leg3_bathymetry_dmo::darwin-data-kaiyo-ky08-03_leg3-bathymetry_j.pdf	KY08-03_leg3_bathymetry_dmo	KY08-03_leg3_bathymetry_dmo/darwin-data-kaiyo-ky08-03_leg3-bathymetry_j.pdf	darwin-data-kaiyo-ky08-03_leg3-bathymetry_j.pdf	.pdf	647804												non_dat			False	unknown_or_non_bathymetry									
KY10-11_leg2_bathymetry_dmo::terms_conditions_eng.pdf	KY10-11_leg2_bathymetry_dmo	KY10-11_leg2_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KY10-11_leg2_bathymetry_dmo::darwin-data-kaiyo-ky10-11_leg2-bathymetry_j.pdf	KY10-11_leg2_bathymetry_dmo	KY10-11_leg2_bathymetry_dmo/darwin-data-kaiyo-ky10-11_leg2-bathymetry_j.pdf	darwin-data-kaiyo-ky10-11_leg2-bathymetry_j.pdf	.pdf	664768												non_dat			False	unknown_or_non_bathymetry									
KY10-11_leg2_bathymetry_dmo::terms_conditions_jp.pdf	KY10-11_leg2_bathymetry_dmo	KY10-11_leg2_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KY10-11_leg2_bathymetry_dmo::darwin-data-kaiyo-ky10-11_leg2-bathymetry_e.pdf	KY10-11_leg2_bathymetry_dmo	KY10-11_leg2_bathymetry_dmo/darwin-data-kaiyo-ky10-11_leg2-bathymetry_e.pdf	darwin-data-kaiyo-ky10-11_leg2-bathymetry_e.pdf	.pdf	556575												non_dat			False	unknown_or_non_bathymetry									
KY13-E05_bathymetry_dmo::terms_conditions_eng.pdf	KY13-E05_bathymetry_dmo	KY13-E05_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KY13-E05_bathymetry_dmo::darwin-data-kaiyo-ky13-e05-bathymetry_e.pdf	KY13-E05_bathymetry_dmo	KY13-E05_bathymetry_dmo/darwin-data-kaiyo-ky13-e05-bathymetry_e.pdf	darwin-data-kaiyo-ky13-e05-bathymetry_e.pdf	.pdf	656467												non_dat			False	unknown_or_non_bathymetry									
KY13-E05_bathymetry_dmo::terms_conditions_jp.pdf	KY13-E05_bathymetry_dmo	KY13-E05_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KY13-E05_bathymetry_dmo::darwin-data-kaiyo-ky13-e05-bathymetry_j.pdf	KY13-E05_bathymetry_dmo	KY13-E05_bathymetry_dmo/darwin-data-kaiyo-ky13-e05-bathymetry_j.pdf	darwin-data-kaiyo-ky13-e05-bathymetry_j.pdf	.pdf	760106												non_dat			False	unknown_or_non_bathymetry									
MR02-K06_leg3_bathymetry_dmo::terms_conditions_eng.pdf	MR02-K06_leg3_bathymetry_dmo	MR02-K06_leg3_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
MR02-K06_leg3_bathymetry_dmo::darwin-data-mirai-mr02-k06_leg3-bathymetry_j.pdf	MR02-K06_leg3_bathymetry_dmo	MR02-K06_leg3_bathymetry_dmo/darwin-data-mirai-mr02-k06_leg3-bathymetry_j.pdf	darwin-data-mirai-mr02-k06_leg3-bathymetry_j.pdf	.pdf	661386												non_dat			False	unknown_or_non_bathymetry									
MR02-K06_leg3_bathymetry_dmo::terms_conditions_jp.pdf	MR02-K06_leg3_bathymetry_dmo	MR02-K06_leg3_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
MR02-K06_leg3_bathymetry_dmo::darwin-data-mirai-mr02-k06_leg3-bathymetry_e.pdf	MR02-K06_leg3_bathymetry_dmo	MR02-K06_leg3_bathymetry_dmo/darwin-data-mirai-mr02-k06_leg3-bathymetry_e.pdf	darwin-data-mirai-mr02-k06_leg3-bathymetry_e.pdf	.pdf	557963												non_dat			False	unknown_or_non_bathymetry									
KR07-03_bathymetry_dmo::terms_conditions_eng.pdf	KR07-03_bathymetry_dmo	KR07-03_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR07-03_bathymetry_dmo::darwin-data-kairei-kr07-03-bathymetry_e.pdf	KR07-03_bathymetry_dmo	KR07-03_bathymetry_dmo/darwin-data-kairei-kr07-03-bathymetry_e.pdf	darwin-data-kairei-kr07-03-bathymetry_e.pdf	.pdf	833721												non_dat			False	unknown_or_non_bathymetry									
KR07-03_bathymetry_dmo::terms_conditions_jp.pdf	KR07-03_bathymetry_dmo	KR07-03_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR07-03_bathymetry_dmo::darwin-data-kairei-kr07-03-bathymetry_j.pdf	KR07-03_bathymetry_dmo	KR07-03_bathymetry_dmo/darwin-data-kairei-kr07-03-bathymetry_j.pdf	darwin-data-kairei-kr07-03-bathymetry_j.pdf	.pdf	931994												non_dat			False	unknown_or_non_bathymetry									
KM16-02_leg1_bathymetry::KM16-02_leg1_bathymetry_readme_eng.pdf	KM16-02_leg1_bathymetry	KM16-02_leg1_bathymetry/KM16-02_leg1_bathymetry_readme_eng.pdf	KM16-02_leg1_bathymetry_readme_eng.pdf	.pdf	315570												non_dat			False	unknown_or_non_bathymetry									
KM16-02_leg1_bathymetry::terms_conditions_eng.pdf	KM16-02_leg1_bathymetry	KM16-02_leg1_bathymetry/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KM16-02_leg1_bathymetry::KM16-02_leg1_bathymetry_readme_jp.pdf	KM16-02_leg1_bathymetry	KM16-02_leg1_bathymetry/KM16-02_leg1_bathymetry_readme_jp.pdf	KM16-02_leg1_bathymetry_readme_jp.pdf	.pdf	421390												non_dat			False	unknown_or_non_bathymetry									
KM16-02_leg1_bathymetry::terms_conditions_jp.pdf	KM16-02_leg1_bathymetry	KM16-02_leg1_bathymetry/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR11-08_bathymetry_dmo::terms_conditions_eng.pdf	KR11-08_bathymetry_dmo	KR11-08_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KR11-08_bathymetry_dmo::darwin-data-kairei-kr11-08-bathymetry_e.pdf	KR11-08_bathymetry_dmo	KR11-08_bathymetry_dmo/darwin-data-kairei-kr11-08-bathymetry_e.pdf	darwin-data-kairei-kr11-08-bathymetry_e.pdf	.pdf	839861												non_dat			False	unknown_or_non_bathymetry									
KR11-08_bathymetry_dmo::terms_conditions_jp.pdf	KR11-08_bathymetry_dmo	KR11-08_bathymetry_dmo/terms_conditions_jp.pdf	terms_conditions_jp.pdf	.pdf	68731												non_dat			False	unknown_or_non_bathymetry									
KR11-08_bathymetry_dmo::darwin-data-kairei-kr11-08-bathymetry_j.pdf	KR11-08_bathymetry_dmo	KR11-08_bathymetry_dmo/darwin-data-kairei-kr11-08-bathymetry_j.pdf	darwin-data-kairei-kr11-08-bathymetry_j.pdf	.pdf	944685												non_dat			False	unknown_or_non_bathymetry									
KS-17-J09C_bathymetry_dmo::terms_conditions_eng.pdf	KS-17-J09C_bathymetry_dmo	KS-17-J09C_bathymetry_dmo/terms_conditions_eng.pdf	terms_conditions_eng.pdf	.pdf	48268												non_dat			False	unknown_or_non_bathymetry									
KS-17-J09C_bathymetry_dmo::KS-17-J09C_bathymetry_readme_jp.pdf	KS-17-J09C_bathymetry_dmo	KS-17-J09C_bathymetry_dmo/KS-17-J09C_bathymetry_readme_jp.pdf	KS-17-J09C_bathymetry_readme_jp.pdf	.pdf	486636												non_dat			False	unknown_or_non_bathymetry									
