file_id	input_relative_path	output_relative_path	data_layout	rows_expected_from_manifest	rows_written	lon_raw_min	lon_raw_max	lon_min	lon_max	lat_min	lat_max	depth_min	depth_max	elev_min	elev_max	has_date_time_sonar	status	notes
KY13-16_bathymetry_dmo::20131031.dat	KY13-16_bathymetry_dmo/20131031.dat	derived/points_raw_sample_curated/KY13-16_bathymetry_dmo__20131031.parquet	lon_lat_depth_3col	295463.0	295463	133.101753	133.912802	133.10175300000003	133.912802	31.233988	31.920475	3986.448	5378.323	-5378.323	-3986.448	False	ok	
KR11-01_bathymetry_dmo::20110112.dat	KR11-01_bathymetry_dmo/20110112.dat	derived/points_raw_sample_curated/KR11-01_bathymetry_dmo__20110112.parquet	date_time_sonar_lon_lat_depth_6col	525401.0	525401	141.308443	142.577968	141.308443	142.577968	28.052917	29.942438	1156.3	6775.7	-6775.7	-1156.3	True	ok	
