file_id	input_path	output_path	rows_read	rows_written	qc_pass_count	qc_fail_count	qc_pass_rate	fail_lon	fail_lat	fail_depth_positive	fail_depth_extreme	fail_elev_negative	fail_nan	fail_zero_depth	status	notes
KR08-03_leg2_bathymetry_dmo::20080414.dat	derived/points_raw/KR08-03_leg2_bathymetry_dmo__20080414.parquet	derived/points_qc/KR08-03_leg2_bathymetry_dmo__20080414.parquet	25985	25985	25985	0	1.0	0	0	0	0	0	0	0	ok	
KR08-03_leg2_bathymetry_dmo::20080408.dat	derived/points_raw/KR08-03_leg2_bathymetry_dmo__20080408.parquet	derived/points_qc/KR08-03_leg2_bathymetry_dmo__20080408.parquet	21287	21287	21287	0	1.0	0	0	0	0	0	0	0	ok	
KR18-06C_bathymetry_dmo::KR18-06C.dat	derived/points_raw/KR18-06C_bathymetry_dmo__KR18-06C.parquet	derived/points_qc/KR18-06C_bathymetry_dmo__KR18-06C.parquet	2284363	2284363	2284363	0	1.0	0	0	0	0	0	0	0	ok	
KR18-06C_bathymetry_dmo::KR18-06C_t.dat	derived/points_raw/KR18-06C_bathymetry_dmo__KR18-06C_t.parquet	derived/points_qc/KR18-06C_bathymetry_dmo__KR18-06C_t.parquet	16149	16149	16149	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100808.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100808.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100808.parquet	1126042	1126042	1126042	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::T20100811.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__T20100811.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__T20100811.parquet	146020	146020	146020	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::T20100803.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__T20100803.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__T20100803.parquet	2199078	2199078	2199078	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100814.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100814.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100814.parquet	1339820	1339820	1339820	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100807.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100807.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100807.parquet	2790375	2790375	2790375	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100815.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100815.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100815.parquet	1904838	1904838	1904838	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100813.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100813.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100813.parquet	1153367	1153367	1153367	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100811.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100811.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100811.parquet	2103517	2103517	2103517	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100810.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100810.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100810.parquet	2213831	2213831	2213831	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::T20100813.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__T20100813.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__T20100813.parquet	131325	131325	131325	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100809.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100809.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100809.parquet	1889364	1889364	1889364	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::T20100804.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__T20100804.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__T20100804.parquet	1999252	1999252	1999252	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100804.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100804.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100804.parquet	1470416	1470416	1470416	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100805.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100805.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100805.parquet	2450744	2450744	2450744	0	1.0	0	0	0	0	0	0	0	ok	
KR10-10_leg1_bathymetry_dmo::20100806.dat	derived/points_raw/KR10-10_leg1_bathymetry_dmo__20100806.parquet	derived/points_qc/KR10-10_leg1_bathymetry_dmo__20100806.parquet	2439555	2439555	2439555	0	1.0	0	0	0	0	0	0	0	ok	
KR21-11_bathymetry_dmo::KR21-11_t.dat	derived/points_raw/KR21-11_bathymetry_dmo__KR21-11_t.parquet	derived/points_qc/KR21-11_bathymetry_dmo__KR21-11_t.parquet	3165	3165	3165	0	1.0	0	0	0	0	0	0	0	ok	
KS-20-1_bathymetry_dmo::KS-20-1_t.dat	derived/points_raw/KS-20-1_bathymetry_dmo__KS-20-1_t.parquet	derived/points_qc/KS-20-1_bathymetry_dmo__KS-20-1_t.parquet	160553	160553	160553	0	1.0	0	0	0	0	0	0	0	ok	
KR10-06_leg2_bathymetry_dmo::20100517.dat	derived/points_raw/KR10-06_leg2_bathymetry_dmo__20100517.parquet	derived/points_qc/KR10-06_leg2_bathymetry_dmo__20100517.parquet	19001	19001	19001	0	1.0	0	0	0	0	0	0	0	ok	
KR10-06_leg2_bathymetry_dmo::T20100517.dat	derived/points_raw/KR10-06_leg2_bathymetry_dmo__T20100517.parquet	derived/points_qc/KR10-06_leg2_bathymetry_dmo__T20100517.parquet	281526	281526	281526	0	1.0	0	0	0	0	0	0	0	ok	
KR10-06_leg2_bathymetry_dmo::20100518.dat	derived/points_raw/KR10-06_leg2_bathymetry_dmo__20100518.parquet	derived/points_qc/KR10-06_leg2_bathymetry_dmo__20100518.parquet	5526	5526	5526	0	1.0	0	0	0	0	0	0	0	ok	
KR10-06_leg2_bathymetry_dmo::T20100518.dat	derived/points_raw/KR10-06_leg2_bathymetry_dmo__T20100518.parquet	derived/points_qc/KR10-06_leg2_bathymetry_dmo__T20100518.parquet	555689	555689	555689	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040811.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040811.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040811.parquet	545140	545140	545140	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040821.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040821.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040821.parquet	642746	642746	642746	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040827.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040827.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040827.parquet	330718	330718	330718	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040819.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040819.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040819.parquet	694014	694014	694014	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040824.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040824.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040824.parquet	668551	668551	668551	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040812.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040812.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040812.parquet	552626	552626	552626	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040810.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040810.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040810.parquet	544758	544758	544758	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040808.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040808.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040808.parquet	712722	712722	712722	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040826.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040826.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040826.parquet	723463	723463	723463	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040822.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040822.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040822.parquet	703025	703025	703025	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040814.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040814.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040814.parquet	573048	573048	573048	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040809.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040809.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040809.parquet	536309	536309	536309	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040815.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040815.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040815.parquet	562111	562111	562111	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040823.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040823.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040823.parquet	692934	692934	692934	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040813.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040813.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040813.parquet	564290	564290	564290	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040820.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040820.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040820.parquet	568919	568919	568919	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040816.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040816.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040816.parquet	591376	591376	591376	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040817.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040817.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040817.parquet	534651	534651	534651	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040818.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040818.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040818.parquet	920670	920670	920670	0	1.0	0	0	0	0	0	0	0	ok	
MR04-04_bathymetry_dmo::20040825.dat	derived/points_raw/MR04-04_bathymetry_dmo__20040825.parquet	derived/points_qc/MR04-04_bathymetry_dmo__20040825.parquet	949834	949834	949834	0	1.0	0	0	0	0	0	0	0	ok	
KR07-07_bathymetry_dmo::20070607.dat	derived/points_raw/KR07-07_bathymetry_dmo__20070607.parquet	derived/points_qc/KR07-07_bathymetry_dmo__20070607.parquet	135685	135685	135685	0	1.0	0	0	0	0	0	0	0	ok	
KR07-07_bathymetry_dmo::20070601.dat	derived/points_raw/KR07-07_bathymetry_dmo__20070601.parquet	derived/points_qc/KR07-07_bathymetry_dmo__20070601.parquet	557219	557219	557219	0	1.0	0	0	0	0	0	0	0	ok	
KR07-07_bathymetry_dmo::20070605.dat	derived/points_raw/KR07-07_bathymetry_dmo__20070605.parquet	derived/points_qc/KR07-07_bathymetry_dmo__20070605.parquet	321696	321696	321696	0	1.0	0	0	0	0	0	0	0	ok	
KR07-07_bathymetry_dmo::20070604.dat	derived/points_raw/KR07-07_bathymetry_dmo__20070604.parquet	derived/points_qc/KR07-07_bathymetry_dmo__20070604.parquet	224182	224182	224182	0	1.0	0	0	0	0	0	0	0	ok	
KR07-07_bathymetry_dmo::20070602.dat	derived/points_raw/KR07-07_bathymetry_dmo__20070602.parquet	derived/points_qc/KR07-07_bathymetry_dmo__20070602.parquet	279641	279641	279641	0	1.0	0	0	0	0	0	0	0	ok	
KR07-07_bathymetry_dmo::20070603.dat	derived/points_raw/KR07-07_bathymetry_dmo__20070603.parquet	derived/points_qc/KR07-07_bathymetry_dmo__20070603.parquet	408986	408986	408986	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100318.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100318.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100318.parquet	69613	69613	69613	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100308.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100308.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100308.parquet	1483450	1483450	1483450	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100309.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100309.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100309.parquet	1329885	1329885	1329885	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100311.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100311.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100311.parquet	1459285	1459285	1459285	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100317.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100317.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100317.parquet	432017	432017	432017	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100312.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100312.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100312.parquet	1314654	1314654	1314654	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100313.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100313.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100313.parquet	726720	726720	726720	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100316.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100316.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100316.parquet	163533	163533	163533	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100304.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100304.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100304.parquet	1415833	1415833	1415833	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100310.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100310.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100310.parquet	1396369	1396369	1396369	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100305.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100305.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100305.parquet	1376611	1376611	1376611	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100307.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100307.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100307.parquet	1284175	1284175	1284175	0	1.0	0	0	0	0	0	0	0	ok	
KR10-05_bathymetry_dmo::20100306.dat	derived/points_raw/KR10-05_bathymetry_dmo__20100306.parquet	derived/points_qc/KR10-05_bathymetry_dmo__20100306.parquet	1288546	1288546	1288546	0	1.0	0	0	0	0	0	0	0	ok	
KY09-04_bathymetry_dmo::20090723.dat	derived/points_raw/KY09-04_bathymetry_dmo__20090723.parquet	derived/points_qc/KY09-04_bathymetry_dmo__20090723.parquet	895380	895380	895380	0	1.0	0	0	0	0	0	0	0	ok	
KY09-04_bathymetry_dmo::20090726.dat	derived/points_raw/KY09-04_bathymetry_dmo__20090726.parquet	derived/points_qc/KY09-04_bathymetry_dmo__20090726.parquet	188516	188516	188516	0	1.0	0	0	0	0	0	0	0	ok	
KY09-04_bathymetry_dmo::20090724.dat	derived/points_raw/KY09-04_bathymetry_dmo__20090724.parquet	derived/points_qc/KY09-04_bathymetry_dmo__20090724.parquet	547904	547904	547904	0	1.0	0	0	0	0	0	0	0	ok	
KY09-04_bathymetry_dmo::20090728.dat	derived/points_raw/KY09-04_bathymetry_dmo__20090728.parquet	derived/points_qc/KY09-04_bathymetry_dmo__20090728.parquet	870673	870673	870673	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110501.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110501.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110501.parquet	290899	290899	290899	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110515.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110515.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110515.parquet	554967	554967	554967	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110510.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110510.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110510.parquet	505218	505218	505218	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110506.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110506.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110506.parquet	2156563	2156563	2156563	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110513.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110513.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110513.parquet	177623	177623	177623	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110517.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110517.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110517.parquet	1018883	1018883	1018883	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110509.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110509.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110509.parquet	485178	485178	485178	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110511.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110511.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110511.parquet	891945	891945	891945	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110502.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110502.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110502.parquet	508040	508040	508040	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110512.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110512.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110512.parquet	953687	953687	953687	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110508.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110508.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110508.parquet	1436487	1436487	1436487	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110505.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110505.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110505.parquet	597424	597424	597424	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110514.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110514.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110514.parquet	1318930	1318930	1318930	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110516.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110516.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110516.parquet	1827663	1827663	1827663	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110503.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110503.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110503.parquet	1685461	1685461	1685461	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110430.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110430.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110430.parquet	1177458	1177458	1177458	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110504.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110504.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110504.parquet	1502660	1502660	1502660	0	1.0	0	0	0	0	0	0	0	ok	
KR11-E03_bathymetry_dmo::20110429.dat	derived/points_raw/KR11-E03_bathymetry_dmo__20110429.parquet	derived/points_qc/KR11-E03_bathymetry_dmo__20110429.parquet	520055	520055	520055	0	1.0	0	0	0	0	0	0	0	ok	
KM19-02_bathymetry_dmo::KM19-02.dat	derived/points_raw/KM19-02_bathymetry_dmo__KM19-02.parquet	derived/points_qc/KM19-02_bathymetry_dmo__KM19-02.parquet	85853	85853	85853	0	1.0	0	0	0	0	0	0	0	ok	
KM19-02_bathymetry_dmo::KM19-02_t.dat	derived/points_raw/KM19-02_bathymetry_dmo__KM19-02_t.parquet	derived/points_qc/KM19-02_bathymetry_dmo__KM19-02_t.parquet	1081678	1081678	1081678	0	1.0	0	0	0	0	0	0	0	ok	
KM21-E01_bathymetry_dmo::KM21-E01_t.dat	derived/points_raw/KM21-E01_bathymetry_dmo__KM21-E01_t.parquet	derived/points_qc/KM21-E01_bathymetry_dmo__KM21-E01_t.parquet	385624	385624	385624	0	1.0	0	0	0	0	0	0	0	ok	
KS-20-J07_leg1_bathymetry_dmo::KS-20-J07_leg1_t.dat	derived/points_raw/KS-20-J07_leg1_bathymetry_dmo__KS-20-J07_leg1_t.parquet	derived/points_qc/KS-20-J07_leg1_bathymetry_dmo__KS-20-J07_leg1_t.parquet	121340	121340	121340	0	1.0	0	0	0	0	0	0	0	ok	
KS-20-J07_leg1_bathymetry_dmo::KS-20-J07_leg1.dat	derived/points_raw/KS-20-J07_leg1_bathymetry_dmo__KS-20-J07_leg1.parquet	derived/points_qc/KS-20-J07_leg1_bathymetry_dmo__KS-20-J07_leg1.parquet	12219	12219	12219	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111026.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111026.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111026.parquet	30970	30970	30970	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111023.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111023.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111023.parquet	199127	199127	199127	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::T20111025.dat	derived/points_raw/KY11-E05_bathymetry_dmo__T20111025.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__T20111025.parquet	295252	295252	295252	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111104.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111104.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111104.parquet	342114	342114	342114	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111031.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111031.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111031.parquet	219684	219684	219684	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::T20111023.dat	derived/points_raw/KY11-E05_bathymetry_dmo__T20111023.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__T20111023.parquet	255449	255449	255449	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111102.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111102.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111102.parquet	349176	349176	349176	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111029.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111029.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111029.parquet	357538	357538	357538	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::T20111026.dat	derived/points_raw/KY11-E05_bathymetry_dmo__T20111026.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__T20111026.parquet	460233	460233	460233	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111101.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111101.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111101.parquet	4136	4136	4136	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111105.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111105.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111105.parquet	348809	348809	348809	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111030.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111030.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111030.parquet	379702	379702	379702	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111024.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111024.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111024.parquet	169359	169359	169359	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111103.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111103.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111103.parquet	349967	349967	349967	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::T20111101.dat	derived/points_raw/KY11-E05_bathymetry_dmo__T20111101.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__T20111101.parquet	82934	82934	82934	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111106.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111106.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111106.parquet	40315	40315	40315	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::T20111021.dat	derived/points_raw/KY11-E05_bathymetry_dmo__T20111021.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__T20111021.parquet	329678	329678	329678	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::20111027.dat	derived/points_raw/KY11-E05_bathymetry_dmo__20111027.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__20111027.parquet	366906	366906	366906	0	1.0	0	0	0	0	0	0	0	ok	
KY11-E05_bathymetry_dmo::T20111031.dat	derived/points_raw/KY11-E05_bathymetry_dmo__T20111031.parquet	derived/points_qc/KY11-E05_bathymetry_dmo__T20111031.parquet	188236	188236	188236	0	1.0	0	0	0	0	0	0	0	ok	
