file_id	cruise_id_guess	subzip_id	source_file	track_kind	data_layout	line_count	n_file_cells	n_points_total	quality_flag	exclude_from_primary_cells	flag_reason	flag_source	residual_other_cruise_median	residual_other_cruise_mad	residual_other_cruise_rmse	residual_other_file_median	residual_other_file_mad	residual_other_file_rmse	recommended_action_from_06a	action_reason_from_06a
KY09-09_leg1_bathymetry_dmo::20091031.dat	KY09-09	KY09-09_leg1_bathymetry_dmo	KY09-09_leg1_bathymetry_dmo/20091031.dat	unknown_or_survey	lon_lat_depth_3col	244216.0	104	244216	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09				35.100000000000136	56.99999999999977	117.4573281693312	keep	insufficient overlap data for classification
KY09-09_leg1_bathymetry_dmo::20091101.dat	KY09-09	KY09-09_leg1_bathymetry_dmo	KY09-09_leg1_bathymetry_dmo/20091101.dat	unknown_or_survey	lon_lat_depth_3col	1555380.0	323	1555380	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	2.0	23.462291410644696	56.44231661644939	-25.100000000000136	67.60000000000014	114.15615251917376	keep	no significant bias or variance detected
KY09-09_leg1_bathymetry_dmo::20091102.dat	KY09-09	KY09-09_leg1_bathymetry_dmo	KY09-09_leg1_bathymetry_dmo/20091102.dat	unknown_or_survey	lon_lat_depth_3col	1472011.0	322	1472011	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-11.055000000000007	35.13239385023053	74.65273974282039	-27.644999999999982	75.55500000000012	121.5880232746892	keep	no significant bias or variance detected
KY09-09_leg1_bathymetry_dmo::20091103.dat	KY09-09	KY09-09_leg1_bathymetry_dmo	KY09-09_leg1_bathymetry_dmo/20091103.dat	unknown_or_survey	lon_lat_depth_3col	1248213.0	282	1248213	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	10.100000000000136	31.850000000000023	67.57630585297001	18.112014925373103	53.450000000000045	91.90172539153733	keep	no significant bias or variance detected
KY09-09_leg1_bathymetry_dmo::20091104.dat	KY09-09	KY09-09_leg1_bathymetry_dmo	KY09-09_leg1_bathymetry_dmo/20091104.dat	unknown_or_survey	lon_lat_depth_3col	1304619.0	355	1304619	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-0.6750000000001819	22.674999999999727	60.37634865988507	6.750000000000114	40.14999999999998	91.1535794424463	keep	no significant bias or variance detected
KY09-09_leg1_bathymetry_dmo::20091105.dat	KY09-09	KY09-09_leg1_bathymetry_dmo	KY09-09_leg1_bathymetry_dmo/20091105.dat	unknown_or_survey	lon_lat_depth_3col	712696.0	204	712696	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09				-12.79999999999984	82.19999999999982	135.07790067216766	keep	insufficient overlap data for classification
KY09-09_leg2_bathymetry_dmo::20091106.dat	KY09-09	KY09-09_leg2_bathymetry_dmo	KY09-09_leg2_bathymetry_dmo/20091106.dat	unknown_or_survey	lon_lat_depth_3col	116846.0	166	116846	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-4280.65	205.35000000000036	4183.705755868179	-4280.65	205.35000000000036	4183.400970123007	exclude_candidate	n_other_cruise=159, abs(median)=4280.6m >= 500.0m
KY09-09_leg2_bathymetry_dmo::20091107.dat	KY09-09	KY09-09_leg2_bathymetry_dmo	KY09-09_leg2_bathymetry_dmo/20091107.dat	unknown_or_survey	lon_lat_depth_3col	430511.0	478	430511	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-3179.7625	193.88749999999982	3521.994871971541	-3179.7625	194.41250000000014	3521.336952172472	exclude_candidate	n_other_cruise=478, abs(median)=3179.8m >= 500.0m
KY09-09_leg2_bathymetry_dmo::20091108.dat	KY09-09	KY09-09_leg2_bathymetry_dmo	KY09-09_leg2_bathymetry_dmo/20091108.dat	unknown_or_survey	lon_lat_depth_3col	338859.0	393	338859	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-3158.65	161.95000000000027	3507.05684065657	-3158.65	162.75	3506.167034500301	exclude_candidate	n_other_cruise=393, abs(median)=3158.7m >= 500.0m
KY09-09_leg2_bathymetry_dmo::20091109.dat	KY09-09	KY09-09_leg2_bathymetry_dmo	KY09-09_leg2_bathymetry_dmo/20091109.dat	unknown_or_survey	lon_lat_depth_3col	231240.0	564	231240	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-4663.875	22.149999999999636	4665.876923672611	-4663.875	22.149999999999636	4665.867425426681	exclude_candidate	n_other_cruise=564, abs(median)=4663.9m >= 500.0m
KY09-09_leg2_bathymetry_dmo::20091110.dat	KY09-09	KY09-09_leg2_bathymetry_dmo	KY09-09_leg2_bathymetry_dmo/20091110.dat	unknown_or_survey	lon_lat_depth_3col	562166.0	1274	562166	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-4750.9	49.69999999999982	4759.200164146203	-4750.9	49.69999999999982	4759.1808529369355	exclude_candidate	n_other_cruise=1274, abs(median)=4750.9m >= 500.0m
KY09-09_leg2_bathymetry_dmo::20091113.dat	KY09-09	KY09-09_leg2_bathymetry_dmo	KY09-09_leg2_bathymetry_dmo/20091113.dat	unknown_or_survey	lon_lat_depth_3col	372296.0	839	372296	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-5067.1	54.29999999999927	5042.497991103131	-5066.95	54.65000000000009	5023.848020242055	exclude_candidate	n_other_cruise=674, abs(median)=5067.1m >= 500.0m
KY09-09_leg2_bathymetry_dmo::20091114.dat	KY09-09	KY09-09_leg2_bathymetry_dmo	KY09-09_leg2_bathymetry_dmo/20091114.dat	unknown_or_survey	lon_lat_depth_3col	44423.0	92	44423	exclude	True	extreme_cruise_bias_KY09_09	hardcoded_cruise:KY09-09	-5119.6	13.699999999999818	5085.196755297171	-5119.299999999999	14.425000000001091	4931.732526702939	exclude_candidate	n_other_cruise=81, abs(median)=5119.6m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120106.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120106.dat	unknown_or_survey	lon_lat_depth_3col	69716.0	52	69716	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120107.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120107.dat	unknown_or_survey	lon_lat_depth_3col	64597.0	149	64597	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120109.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120109.dat	unknown_or_survey	lon_lat_depth_3col	44075.0	25	44075	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120110.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120110.dat	unknown_or_survey	lon_lat_depth_3col	177774.0	326	177774	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120111.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120111.dat	unknown_or_survey	lon_lat_depth_3col	95011.0	131	95011	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120112.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120112.dat	unknown_or_survey	lon_lat_depth_3col	18172.0	52	18172	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120113.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120113.dat	unknown_or_survey	lon_lat_depth_3col	78132.0	74	78132	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01	1361.0075000000002	263.8464999999999	1172.9127022615442	1361.0075000000002	263.8464999999999	1172.9448691829837	exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120114.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120114.dat	unknown_or_survey	lon_lat_depth_3col	277901.0	291	277901	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120115.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120115.dat	unknown_or_survey	lon_lat_depth_3col	116715.0	90	116715	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120117.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120117.dat	unknown_or_survey	lon_lat_depth_3col	76673.0	84	76673	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::20120118.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/20120118.dat	unknown_or_survey	lon_lat_depth_3col	275782.0	231	275782	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::T20120105.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/T20120105.dat	transit	lon_lat_depth_3col	410927.0	207	410927	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg1_bathymetry_dmo::T20120106.dat	KY12-01	KY12-01_leg1_bathymetry_dmo	KY12-01_leg1_bathymetry_dmo/T20120106.dat	transit	lon_lat_depth_3col	17658.0	3	17658	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg2_bathymetry_dmo::20120122.dat	KY12-01	KY12-01_leg2_bathymetry_dmo	KY12-01_leg2_bathymetry_dmo/20120122.dat	unknown_or_survey	lon_lat_depth_3col	661118.0	228	661118	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg2_bathymetry_dmo::20120123.dat	KY12-01	KY12-01_leg2_bathymetry_dmo	KY12-01_leg2_bathymetry_dmo/20120123.dat	unknown_or_survey	lon_lat_depth_3col	34429.0	25	34429	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg2_bathymetry_dmo::20120124.dat	KY12-01	KY12-01_leg2_bathymetry_dmo	KY12-01_leg2_bathymetry_dmo/20120124.dat	unknown_or_survey	lon_lat_depth_3col	890261.0	295	890261	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg2_bathymetry_dmo::20120125.dat	KY12-01	KY12-01_leg2_bathymetry_dmo	KY12-01_leg2_bathymetry_dmo/20120125.dat	unknown_or_survey	lon_lat_depth_3col	646559.0	266	646559	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg2_bathymetry_dmo::20120126.dat	KY12-01	KY12-01_leg2_bathymetry_dmo	KY12-01_leg2_bathymetry_dmo/20120126.dat	unknown_or_survey	lon_lat_depth_3col	517152.0	318	517152	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg2_bathymetry_dmo::T20120126.dat	KY12-01	KY12-01_leg2_bathymetry_dmo	KY12-01_leg2_bathymetry_dmo/T20120126.dat	transit	lon_lat_depth_3col	269513.0	234	269513	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-01_leg2_bathymetry_dmo::T20120127.dat	KY12-01	KY12-01_leg2_bathymetry_dmo	KY12-01_leg2_bathymetry_dmo/T20120127.dat	transit	lon_lat_depth_3col	129146.0	100	129146	exclude	True	extreme_cruise_bias_KY12_01	hardcoded_cruise:KY12-01							exclude_candidate	n_other_cruise=72, abs(median)=1361.0m >= 500.0m
KY12-08_bathymetry_dmo::20120607.dat	KY12-08	KY12-08_bathymetry_dmo	KY12-08_bathymetry_dmo/20120607.dat	unknown_or_survey	lon_lat_depth_3col	617782.0	580	617782	exclude	True	extreme_file_bias_KY12_08_20120607	hardcoded_file:extreme_file_bias_KY12_08_20120607	2231.3500000000004	2243.425	3074.6033352913137	2048.55	2056.6500000000005	2935.178195767114	exclude_candidate	n_other_cruise=66, abs(median)=2231.4m >= 500.0m
KY12-08_bathymetry_dmo::20120614.dat	KY12-08	KY12-08_bathymetry_dmo	KY12-08_bathymetry_dmo/20120614.dat	unknown_or_survey	lon_lat_depth_3col	452501.0	742	452501	exclude	True	extreme_file_bias_KY12_08_20120614	hardcoded_file:extreme_file_bias_KY12_08_20120614	5066.4	55.29999999999927	4342.372391396504	5066.4	55.29999999999927	4342.371948330478	exclude_candidate	KY12-08::20120614: abs(other_file_median)=5066.4m >= 500.0m
MR02-K06_leg1_bathymetry_dmo::20021114.dat	MR02-K06	MR02-K06_leg1_bathymetry_dmo	MR02-K06_leg1_bathymetry_dmo/20021114.dat	unknown_or_survey	lon_lat_depth_3col	1291705.0	821	1291705	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg1_bathymetry_dmo::20021115.dat	MR02-K06	MR02-K06_leg1_bathymetry_dmo	MR02-K06_leg1_bathymetry_dmo/20021115.dat	unknown_or_survey	lon_lat_depth_3col	791804.0	2877	791804	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg1_bathymetry_dmo::20021116.dat	MR02-K06	MR02-K06_leg1_bathymetry_dmo	MR02-K06_leg1_bathymetry_dmo/20021116.dat	unknown_or_survey	lon_lat_depth_3col	824041.0	2035	824041	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg1_bathymetry_dmo::20021117.dat	MR02-K06	MR02-K06_leg1_bathymetry_dmo	MR02-K06_leg1_bathymetry_dmo/20021117.dat	unknown_or_survey	lon_lat_depth_3col	544446.0	2264	544446	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg1_bathymetry_dmo::20021212.dat	MR02-K06	MR02-K06_leg1_bathymetry_dmo	MR02-K06_leg1_bathymetry_dmo/20021212.dat	unknown_or_survey	lon_lat_depth_3col	312697.0	1013	312697	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg1_bathymetry_dmo::20021213.dat	MR02-K06	MR02-K06_leg1_bathymetry_dmo	MR02-K06_leg1_bathymetry_dmo/20021213.dat	unknown_or_survey	lon_lat_depth_3col	930361.0	1857	930361	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg1_bathymetry_dmo::20021214.dat	MR02-K06	MR02-K06_leg1_bathymetry_dmo	MR02-K06_leg1_bathymetry_dmo/20021214.dat	unknown_or_survey	lon_lat_depth_3col	846628.0	2139	846628	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg1_bathymetry_dmo::20021215.dat	MR02-K06	MR02-K06_leg1_bathymetry_dmo	MR02-K06_leg1_bathymetry_dmo/20021215.dat	unknown_or_survey	lon_lat_depth_3col	210588.0	318	210588	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021217.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021217.dat	unknown_or_survey	lon_lat_depth_3col	482051.0	1930	482051	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021218.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021218.dat	unknown_or_survey	lon_lat_depth_3col	876285.0	1582	876285	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021219.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021219.dat	unknown_or_survey	lon_lat_depth_3col	662240.0	150	662240	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021220.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021220.dat	unknown_or_survey	lon_lat_depth_3col	705763.0	1368	705763	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021221.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021221.dat	unknown_or_survey	lon_lat_depth_3col	682506.0	123	682506	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021222.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021222.dat	unknown_or_survey	lon_lat_depth_3col	751919.0	1296	751919	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021223.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021223.dat	unknown_or_survey	lon_lat_depth_3col	780452.0	820	780452	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021224.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021224.dat	unknown_or_survey	lon_lat_depth_3col	720830.0	134	720830	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021225.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021225.dat	unknown_or_survey	lon_lat_depth_3col	727073.0	1969	727073	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021226.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021226.dat	unknown_or_survey	lon_lat_depth_3col	766725.0	1792	766725	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021227.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021227.dat	unknown_or_survey	lon_lat_depth_3col	1467766.0	836	1467766	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021228.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021228.dat	unknown_or_survey	lon_lat_depth_3col	1479309.0	40	1479309	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021229.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021229.dat	unknown_or_survey	lon_lat_depth_3col	1435202.0	681	1435202	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021230.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021230.dat	unknown_or_survey	lon_lat_depth_3col	1288595.0	61	1288595	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20021231.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20021231.dat	unknown_or_survey	lon_lat_depth_3col	1359664.0	506	1359664	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030101.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030101.dat	unknown_or_survey	lon_lat_depth_3col	1317981.0	63	1317981	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030102.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030102.dat	unknown_or_survey	lon_lat_depth_3col	1263706.0	76	1263706	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030103.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030103.dat	unknown_or_survey	lon_lat_depth_3col	1126652.0	588	1126652	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030104.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030104.dat	unknown_or_survey	lon_lat_depth_3col	1011608.0	99	1011608	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030105.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030105.dat	unknown_or_survey	lon_lat_depth_3col	899905.0	1167	899905	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030106.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030106.dat	unknown_or_survey	lon_lat_depth_3col	802491.0	164	802491	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030107.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030107.dat	unknown_or_survey	lon_lat_depth_3col	789905.0	145	789905	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030108.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030108.dat	unknown_or_survey	lon_lat_depth_3col	360544.0	70	360544	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030110.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030110.dat	unknown_or_survey	lon_lat_depth_3col	77702.0	128	77702	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg2_bathymetry_dmo::20030111.dat	MR02-K06	MR02-K06_leg2_bathymetry_dmo	MR02-K06_leg2_bathymetry_dmo/20030111.dat	unknown_or_survey	lon_lat_depth_3col	535832.0	1611	535832	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06							exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
MR02-K06_leg3_bathymetry_dmo::20030113.dat	MR02-K06	MR02-K06_leg3_bathymetry_dmo	MR02-K06_leg3_bathymetry_dmo/20030113.dat	unknown_or_survey	lon_lat_depth_3col	141972.0	447	141972	exclude	True	extreme_cruise_bias_MR02_K06	hardcoded_cruise:MR02-K06	1991.9250000000004	937.3499999999999	2335.374626644759	1815.2124999999999	828.2749999999999	2173.4237830874818	exclude_candidate	n_other_cruise=196, abs(median)=1991.9m >= 500.0m
