file_id	subzip_id	relative_path	filename	ext	size_bytes	line_count	col_count	is_ascii	has_header	lon_min	lon_max	lat_min	lat_max	depth_min	depth_max	depth_sign	status	notes	first_lines	used_for_points	data_layout	lon_col	lat_col	depth_col	date_col	time_col	sonar_idx_col	cruise_id_guess	date_guess	track_kind	file_role	include_in_points_raw	exclude_reason	duplicate_group_id	duplicate_candidate
MR03-K02_bathymetry_dmo::20030530.dat	MR03-K02_bathymetry_dmo	MR03-K02_bathymetry_dmo/20030530.dat	20030530.dat	.dat	17728491	537227.0	3.0	True	False	170.07535	170.811173	12.699319	14.196264	3864.0	5831.8	positive	ok_xyz_3col		 170.746714  14.194742  5670.300 | 170.746730  14.193395  5667.300 | 170.746758  14.190932  5667.600 | 170.746786  14.188738  5671.700 | 170.746806  14.186902  5668.700	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K02	20030530	unknown_or_survey	raw_xyz_3col_candidate	True		875	False
MR03-K02_bathymetry_dmo::20030605.dat	MR03-K02_bathymetry_dmo	MR03-K02_bathymetry_dmo/20030605.dat	20030605.dat	.dat	9449814	286358.0	3.0	True	False	146.546891	148.371806	11.971339	13.370121	1894.6	10091.0	positive	ok_xyz_3col		 148.321969  11.971339  5703.100 | 148.323135  11.973934  5693.300 | 148.323757  11.975320  5693.500 | 148.324650  11.977312  5705.100 | 148.325444  11.979080  5703.200	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K02	20030605	unknown_or_survey	raw_xyz_3col_candidate	True		878	False
MR03-K02_bathymetry_dmo::20030601.dat	MR03-K02_bathymetry_dmo	MR03-K02_bathymetry_dmo/20030601.dat	20030601.dat	.dat	20761785	629145.0	3.0	True	False	159.609261	164.322066	9.541129	11.744283	1558.0	5297.6	positive	ok_xyz_3col		 164.322066  11.646706  4907.600 | 164.321386  11.648277  4904.900 | 164.320687  11.649893  4897.400 | 164.319966  11.651560  4889.000 | 164.319382  11.652912  4885.400	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K02	20030601	unknown_or_survey	raw_xyz_3col_candidate	True		877	False
MR03-K02_bathymetry_dmo::20030531.dat	MR03-K02_bathymetry_dmo	MR03-K02_bathymetry_dmo/20030531.dat	20030531.dat	.dat	26034393	788921.0	3.0	True	False	164.278684	170.289907	11.649183	12.851987	976.8	5525.6	positive	ok_xyz_3col		 170.152113  12.821999  5315.900 | 170.152518  12.820282  5311.100 | 170.152871  12.818788  5310.900 | 170.153281  12.817049  5306.700 | 170.153667  12.815422  5315.000	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K02	20030531	unknown_or_survey	raw_xyz_3col_candidate	True		876	False
KR10-E04_bathymetry_dmo::T20101012.dat	KR10-E04_bathymetry_dmo	KR10-E04_bathymetry_dmo/T20101012.dat	T20101012.dat	.dat	55366872	1677784.0	3.0	True	False	139.792618	143.806601	34.780451	39.180866	102.78	4825.7	positive	ok_xyz_3col		 143.806508  39.131174  4800.700 | 143.804303  39.132135  4779.100 | 143.801833  39.133214  4753.500 | 143.799943  39.134047  4732.500 | 143.798108  39.134846  4719.700	True	lon_lat_depth_3col	0.0	1.0	2.0				KR10-E04	20101012	transit	raw_xyz_3col_candidate	True		4568	False
KR10-E04_bathymetry_dmo::T20101010.dat	KR10-E04_bathymetry_dmo	KR10-E04_bathymetry_dmo/T20101010.dat	T20101010.dat	.dat	6929934	209998.0	3.0	True	False	143.670801	144.058241	38.083611	38.520798	4292.9	7609.7	positive	ok_xyz_3col		 143.923740  38.104793  7102.700 | 143.924496  38.106578  7096.700 | 143.925273  38.108415  7088.700 | 143.925909  38.109948  7083.700 | 143.926701  38.111819  7068.700	True	lon_lat_depth_3col	0.0	1.0	2.0				KR10-E04	20101010	transit	raw_xyz_3col_candidate	True		4566	False
KR10-E04_bathymetry_dmo::T20101011.dat	KR10-E04_bathymetry_dmo	KR10-E04_bathymetry_dmo/T20101011.dat	T20101011.dat	.dat	3389298	102706.0	3.0	True	False	143.436115	143.821506	38.709865	38.876443	2345.2	5509.4	positive	ok_xyz_3col		 143.533277  38.772038  2738.700 | 143.533650  38.771307  2741.600 | 143.534135  38.770374  2749.500 | 143.534600  38.769470  2758.000 | 143.534964  38.768772  2761.300	True	lon_lat_depth_3col	0.0	1.0	2.0				KR10-E04	20101011	transit	raw_xyz_3col_candidate	True		4567	False
KR10-E04_bathymetry_dmo::T20101009.dat	KR10-E04_bathymetry_dmo	KR10-E04_bathymetry_dmo/T20101009.dat	T20101009.dat	.dat	9230826	279722.0	3.0	True	False	141.945461	144.396552	36.123739	38.239863	2249.1	8124.7	positive	ok_xyz_3col		 141.945461  36.165485  2361.400 | 141.946163  36.164778  2370.200 | 141.946657  36.164276  2367.000 | 141.947375  36.163550  2363.700 | 141.948032  36.162893  2379.900	True	lon_lat_depth_3col	0.0	1.0	2.0				KR10-E04	20101009	transit	raw_xyz_3col_candidate	True		4565	False
KM17-01_bathymetry_dmo::KM17-01_t.dat	KM17-01_bathymetry_dmo	KM17-01_bathymetry_dmo/KM17-01_t.dat	KM17-01_t.dat	.dat	99102180	2914770.0	3.0	True	False	138.263275	144.329201	24.159872	34.736738	271.341	9847.757	positive	ok_xyz_3col		 139.803157  34.736738  1957.814 | 139.804056  34.736738  1960.820 | 139.804956  34.736738  1979.021 | 139.805856  34.736738  2010.421 | 139.800457  34.735838  1949.584	True	lon_lat_depth_3col	0.0	1.0	2.0				KM17-01		transit	raw_xyz_3col_candidate	True		4053	False
20120501::20120501.dat	20120501	20120501/20120501.dat	20120501.dat	.dat	23099538	699986.0	3.0	True	False	137.902647	139.511167	41.207874	41.449159	1072.6	3737.2	positive	ok_xyz_3col		 137.912203  41.299825  3688.100 | 137.912069  41.298564  3691.500 | 137.911868  41.296696  3685.200 | 137.911668  41.294828  3669.600 | 137.911530  41.293533  3666.500	True	lon_lat_depth_3col	0.0	1.0	2.0				20120501	20120501	unknown_or_survey	raw_xyz_3col_candidate	True		3621	False
KY11-02_leg1_bathymetry_dmo::20110202.dat	KY11-02_leg1_bathymetry_dmo	KY11-02_leg1_bathymetry_dmo/20110202.dat	20110202.dat	.dat	5848854	177238.0	3.0	True	False	135.50959	135.659767	25.44675	25.597729	709.07	3934.613	positive	ok_xyz_3col		 135.600753  25.563487   871.557 | 135.600587  25.563623   869.454 | 135.600451  25.563733   870.680 | 135.600294  25.563862   867.249 | 135.600130  25.563997   866.341	True	lon_lat_depth_3col	0.0	1.0	2.0				KY11-02	20110202	unknown_or_survey	raw_xyz_3col_candidate	True		3359	False
KY11-02_leg1_bathymetry_dmo::T20110205.dat	KY11-02_leg1_bathymetry_dmo	KY11-02_leg1_bathymetry_dmo/T20110205.dat	T20110205.dat	.dat	30013256	535951.0	6.0	True	False	128.207773	132.299249	25.673578	25.965298	1081.1	7066.5	positive	ok_xyz_6col_time_sonar_lonlatdepth		20110205 000002335  46  132.298395  25.673589  1340.100 | 20110205 000002335  47  132.298409  25.673834  1342.300 | 20110205 000002335  48  132.298426  25.674106  1345.600 | 20110205 000002335  49  132.298442  25.674367  1345.200 | 20110205 000002335  50  132.298456  25.674625  1345.800	True	date_time_sonar_lon_lat_depth_6col	3.0	4.0	5.0	0.0	1.0	2.0	KY11-02	20110205	transit	raw_xyz_6col_candidate	True		4613	False
KY11-02_leg1_bathymetry_dmo::T20110202.dat	KY11-02_leg1_bathymetry_dmo	KY11-02_leg1_bathymetry_dmo/T20110202.dat	T20110202.dat	.dat	11108496	198366.0	6.0	True	False	135.593333	136.125554	25.563542	27.143074	368.71	5818.8	positive	ok_xyz_6col_time_sonar_lonlatdepth		20110202 000004439  46  136.125554  27.128517  5231.400 | 20110202 000004439  47  136.124493  27.128797  5236.900 | 20110202 000004439  48  136.123380  27.129097  5244.500 | 20110202 000004439  49  136.122159  27.129423  5248.700 | 20110202 000004439  50  136.121094  27.129709  5252.800	True	date_time_sonar_lon_lat_depth_6col	3.0	4.0	5.0	0.0	1.0	2.0	KY11-02	20110202	transit	raw_xyz_6col_candidate	True		4609	False
KY11-02_leg1_bathymetry_dmo::T20110131.dat	KY11-02_leg1_bathymetry_dmo	KY11-02_leg1_bathymetry_dmo/T20110131.dat	T20110131.dat	.dat	37685816	672961.0	6.0	True	False	137.611441	139.667025	31.559172	35.072634	218.18	4235.3	positive	ok_xyz_6col_time_sonar_lonlatdepth		20110131 023613899  46  139.667025  35.068378   594.860 | 20110131 023613899  48  139.666845  35.068619   594.020 | 20110131 023613899  50  139.666740  35.068759   595.560 | 20110131 023613899  51  139.666660  35.068869   591.540 | 20110131 023613899  52  139.666579  35.068976   592.090	True	date_time_sonar_lon_lat_depth_6col	3.0	4.0	5.0	0.0	1.0	2.0	KY11-02	20110131	transit	raw_xyz_6col_candidate	True		4606	False
KY11-02_leg1_bathymetry_dmo::T20110204.dat	KY11-02_leg1_bathymetry_dmo	KY11-02_leg1_bathymetry_dmo/T20110204.dat	T20110204.dat	.dat	20785464	371169.0	6.0	True	False	132.298714	135.569802	25.536955	25.690618	1092.9	5058.4	positive	ok_xyz_6col_time_sonar_lonlatdepth		20110204 090719389  46  135.568446  25.543548  1540.400 | 20110204 090719389  47  135.568468  25.543779  1533.300 | 20110204 090719389  48  135.568513  25.544266  1525.600 | 20110204 090719389  49  135.568530  25.544446  1523.200 | 20110204 090719389  50  135.568569  25.544867  1512.000	True	date_time_sonar_lon_lat_depth_6col	3.0	4.0	5.0	0.0	1.0	2.0	KY11-02	20110204	transit	raw_xyz_6col_candidate	True		4612	False
KY11-02_leg1_bathymetry_dmo::20110203.dat	KY11-02_leg1_bathymetry_dmo	KY11-02_leg1_bathymetry_dmo/20110203.dat	20110203.dat	.dat	7221951	218847.0	3.0	True	False	135.509403	135.654084	25.547359	25.692177	726.712	2777.275	positive	ok_xyz_3col		 135.628833  25.547382  1781.556 | 135.629016  25.547820  1807.427 | 135.629157  25.548147  1806.194 | 135.629275  25.548424  1816.290 | 135.629420  25.548760  1814.225	True	lon_lat_depth_3col	0.0	1.0	2.0				KY11-02	20110203	unknown_or_survey	raw_xyz_3col_candidate	True		3361	False
KY11-02_leg1_bathymetry_dmo::T20110206.dat	KY11-02_leg1_bathymetry_dmo	KY11-02_leg1_bathymetry_dmo/T20110206.dat	T20110206.dat	.dat	7643048	136483.0	6.0	True	False	127.65214	128.214315	25.944981	26.016875	368.34	2159.3	positive	ok_xyz_6col_time_sonar_lonlatdepth		20110206 000005236  46  128.208756  25.944981  2156.000 | 20110206 000005236  47  128.208876  25.945418  2154.400 | 20110206 000005236  48  128.208988  25.945819  2150.000 | 20110206 000005236  49  128.209101  25.946224  2151.600 | 20110206 000005236  50  128.209212  25.946630  2151.600	True	date_time_sonar_lon_lat_depth_6col	3.0	4.0	5.0	0.0	1.0	2.0	KY11-02	20110206	transit	raw_xyz_6col_candidate	True		4614	False
KY11-02_leg1_bathymetry_dmo::T20110201.dat	KY11-02_leg1_bathymetry_dmo	KY11-02_leg1_bathymetry_dmo/T20110201.dat	T20110201.dat	.dat	25835880	461355.0	6.0	True	False	136.072463	137.657196	27.129204	31.570905	2972.5	5381.5	positive	ok_xyz_6col_time_sonar_lonlatdepth		20110201 000005399  46  137.657196  31.559208  4212.200 | 20110201 000005399  47  137.656361  31.559422  4212.900 | 20110201 000005399  48  137.655405  31.559663  4221.200 | 20110201 000005399  49  137.654316  31.559937  4225.000 | 20110201 000005399  50  137.653521  31.560141  4223.500	True	date_time_sonar_lon_lat_depth_6col	3.0	4.0	5.0	0.0	1.0	2.0	KY11-02	20110201	transit	raw_xyz_6col_candidate	True		4607	False
KM17-03_bathymetry_dmo::KM17-03.dat	KM17-03_bathymetry_dmo	KM17-03_bathymetry_dmo/KM17-03.dat	KM17-03.dat	.dat	36312	1068.0	3.0	True	False	139.189555	139.226483	34.852015	34.877194	812.357	1072.792	positive	ok_xyz_3col		 139.193158  34.877194   812.357 | 139.194058  34.877194   830.753 | 139.194959  34.877194   848.903 | 139.195860  34.877194   864.432 | 139.196760  34.877194   882.043	True	lon_lat_depth_3col	0.0	1.0	2.0				KM17-03		unknown_or_survey	raw_xyz_3col_candidate	True		4056	False
KY05-08_bathymetry_dmo::20050809.dat	KY05-08_bathymetry_dmo	KY05-08_bathymetry_dmo/20050809.dat	20050809.dat	.dat	14713347	445859.0	3.0	True	False	137.89689	138.298808	37.406455	37.729273	157.0	1424.1	positive	ok_xyz_3col		 138.019547  37.441467   917.650 | 138.019689  37.441564   917.770 | 138.019851  37.441675   917.670 | 138.019983  37.441765   918.860 | 138.020144  37.441875   920.820	True	lon_lat_depth_3col	0.0	1.0	2.0				KY05-08	20050809	unknown_or_survey	raw_xyz_3col_candidate	True		1706	False
KY05-08_bathymetry_dmo::20050812.dat	KY05-08_bathymetry_dmo	KY05-08_bathymetry_dmo/20050812.dat	20050812.dat	.dat	3431967	103999.0	3.0	True	False	137.919723	138.212535	37.425376	37.885311	196.1	1737.5	positive	ok_xyz_3col		 137.988151  37.881753  1694.900 | 137.988064  37.881769  1694.700 | 137.987350  37.881899  1694.400 | 137.986745  37.882009  1700.400 | 137.986498  37.882055  1699.000	True	lon_lat_depth_3col	0.0	1.0	2.0				KY05-08	20050812	unknown_or_survey	raw_xyz_3col_candidate	True		1714	False
KY05-08_bathymetry_dmo::20050813.dat	KY05-08_bathymetry_dmo	KY05-08_bathymetry_dmo/20050813.dat	20050813.dat	.dat	14167659	429323.0	3.0	True	False	137.916754	138.114474	37.317211	37.690724	173.77	1641.8	positive	ok_xyz_3col		 138.001731  37.427893   924.470 | 138.001864  37.428007   922.660 | 138.001944  37.428076   922.270 | 138.002182  37.428279   920.030 | 138.002246  37.428334   919.370	True	lon_lat_depth_3col	0.0	1.0	2.0				KY05-08	20050813	unknown_or_survey	raw_xyz_3col_candidate	True		1717	False
KY05-08_bathymetry_dmo::20050811.dat	KY05-08_bathymetry_dmo	KY05-08_bathymetry_dmo/20050811.dat	20050811.dat	.dat	6865617	208049.0	3.0	True	False	137.918892	138.23354	37.430565	37.943004	179.32	1769.5	positive	ok_xyz_3col		 137.986949  37.430565  1091.200 | 137.987319  37.430634  1089.200 | 137.987461  37.430661  1089.600 | 137.987871  37.430737  1089.000 | 137.987937  37.430749  1087.800	True	lon_lat_depth_3col	0.0	1.0	2.0				KY05-08	20050811	unknown_or_survey	raw_xyz_3col_candidate	True		1711	False
KY05-08_bathymetry_dmo::20050808.dat	KY05-08_bathymetry_dmo	KY05-08_bathymetry_dmo/20050808.dat	20050808.dat	.dat	13241316	401252.0	3.0	True	False	137.857375	138.22876	37.229818	38.014033	188.47	1836.3	positive	ok_xyz_3col		 137.982273  37.400017  1061.600 | 137.982054  37.400325  1058.700 | 137.981789  37.400694  1062.600 | 137.981674  37.400854  1063.900 | 137.981563  37.401009  1066.100	True	lon_lat_depth_3col	0.0	1.0	2.0				KY05-08	20050808	unknown_or_survey	raw_xyz_3col_candidate	True		1703	False
KY05-08_bathymetry_dmo::20050814.dat	KY05-08_bathymetry_dmo	KY05-08_bathymetry_dmo/20050814.dat	20050814.dat	.dat	4426389	134133.0	3.0	True	False	137.904343	138.155398	37.344364	37.609871	123.3	1430.6	positive	ok_xyz_3col		 138.001542  37.451384   980.020 | 138.001550  37.451515   980.940 | 138.001579  37.451940   980.330 | 138.001588  37.452079   982.220 | 138.001602  37.452294   987.410	True	lon_lat_depth_3col	0.0	1.0	2.0				KY05-08	20050814	unknown_or_survey	raw_xyz_3col_candidate	True		1719	False
KR16-01_leg1_bathymetry_dmo::KR16-01_leg1_bathymetry_dmo/2_OpenCheckData/KR16-01_LEG1_transit/KR16-01_leg1_t.dat	KR16-01_leg1_bathymetry_dmo	KR16-01_leg1_bathymetry_dmo/2_OpenCheckData/KR16-01_LEG1_transit/KR16-01_leg1_t.dat	KR16-01_leg1_t.dat	.dat	56461556	1660634.0	3.0	True	False	139.846806	153.319825	22.746679	34.316058	313.326	10945.409	positive	ok_xyz_3col		 139.880107  34.316058  1277.889 | 139.881007  34.316058  1276.453 | 139.881907  34.316058  1276.656 | 139.882807  34.316058  1276.474 | 139.883707  34.316058  1275.539	True	lon_lat_depth_3col	0.0	1.0	2.0				KR16-01		transit	raw_xyz_3col_candidate	True		4256	False
KR16-01_leg1_bathymetry_dmo::KR16-01_leg1_bathymetry_dmo/2_OpenCheckData/KR16-01_LEG1/KR16-01_leg1.dat	KR16-01_leg1_bathymetry_dmo	KR16-01_leg1_bathymetry_dmo/2_OpenCheckData/KR16-01_LEG1/KR16-01_leg1.dat	KR16-01_leg1.dat	.dat	29685876	873114.0	3.0	True	False	152.544004	154.021923	22.255127	23.619518	801.286	6364.677	positive	ok_xyz_3col		 153.901313  23.619518  5156.608 | 153.901313  23.618618  5161.403 | 153.921115  23.617718  5112.132 | 153.901313  23.616818  5199.943 | 153.920215  23.616818  5110.655	True	lon_lat_depth_3col	0.0	1.0	2.0				KR16-01		unknown_or_survey	raw_xyz_3col_candidate	True		4255	False
KY04-07_leg2_bathymetry_dmo::20040625.dat	KY04-07_leg2_bathymetry_dmo	KY04-07_leg2_bathymetry_dmo/20040625.dat	20040625.dat	.dat	12684606	384382.0	3.0	True	False	144.147782	144.427699	41.52744	41.882329	1738.1	2930.3	positive	ok_xyz_3col		 144.246792  41.734713  1889.800 | 144.246307  41.734916  1887.400 | 144.245899  41.735085  1882.800 | 144.245335  41.735321  1877.400 | 144.245015  41.735455  1873.400	True	lon_lat_depth_3col	0.0	1.0	2.0				KY04-07	20040625	unknown_or_survey	raw_xyz_3col_candidate	True		1198	False
KY04-07_leg2_bathymetry_dmo::20040630.dat	KY04-07_leg2_bathymetry_dmo	KY04-07_leg2_bathymetry_dmo/20040630.dat	20040630.dat	.dat	10238085	310245.0	3.0	True	False	143.923505	144.403264	41.59079	42.043079	908.6	2874.7	positive	ok_xyz_3col		 144.045006  42.043079  1043.600 | 144.044308  42.042715  1039.500 | 144.044090  42.042600  1039.100 | 144.043880  42.042491  1039.800 | 144.043494  42.042290  1036.500	True	lon_lat_depth_3col	0.0	1.0	2.0				KY04-07	20040630	unknown_or_survey	raw_xyz_3col_candidate	True		1207	False
KY04-07_leg2_bathymetry_dmo::20040629.dat	KY04-07_leg2_bathymetry_dmo	KY04-07_leg2_bathymetry_dmo/20040629.dat	20040629.dat	.dat	5543670	167990.0	3.0	True	False	144.264499	144.870666	41.097294	41.674485	2405.2	7619.9	positive	ok_xyz_3col		 144.395519  41.674485  2405.200 | 144.394839  41.674150  2407.500 | 144.394356  41.673910  2410.000 | 144.393883  41.673678  2413.000 | 144.393478  41.673474  2435.700	True	lon_lat_depth_3col	0.0	1.0	2.0				KY04-07	20040629	unknown_or_survey	raw_xyz_3col_candidate	True		1206	False
KY04-07_leg2_bathymetry_dmo::20040627.dat	KY04-07_leg2_bathymetry_dmo	KY04-07_leg2_bathymetry_dmo/20040627.dat	20040627.dat	.dat	18732516	567652.0	3.0	True	False	143.965663	144.262739	41.822457	42.048625	932.67	1833.2	positive	ok_xyz_3col		 144.222404  41.930670  1538.900 | 144.222679  41.930809  1537.000 | 144.223099  41.931021  1535.700 | 144.223377  41.931160  1537.700 | 144.223740  41.931343  1537.400	True	lon_lat_depth_3col	0.0	1.0	2.0				KY04-07	20040627	unknown_or_survey	raw_xyz_3col_candidate	True		1202	False
KY04-07_leg2_bathymetry_dmo::20040626.dat	KY04-07_leg2_bathymetry_dmo	KY04-07_leg2_bathymetry_dmo/20040626.dat	20040626.dat	.dat	7828029	237213.0	3.0	True	False	144.249786	144.514519	41.445388	41.774433	1976.4	3360.8	positive	ok_xyz_3col		 144.448947  41.765411  2058.800 | 144.448450  41.765600  2057.300 | 144.447981  41.765780  2055.200 | 144.447589  41.765929  2054.700 | 144.447016  41.766147  2058.200	True	lon_lat_depth_3col	0.0	1.0	2.0				KY04-07	20040626	unknown_or_survey	raw_xyz_3col_candidate	True		1200	False
KY04-07_leg2_bathymetry_dmo::20040624.dat	KY04-07_leg2_bathymetry_dmo	KY04-07_leg2_bathymetry_dmo/20040624.dat	20040624.dat	.dat	16205145	491065.0	3.0	True	False	144.084177	144.349585	41.629494	41.979462	1303.5	2362.9	positive	ok_xyz_3col		 144.084177  41.707492  1571.400 | 144.084831  41.707274  1577.800 | 144.085074  41.707194  1580.400 | 144.085530  41.707043  1586.000 | 144.085896  41.706922  1587.900	True	lon_lat_depth_3col	0.0	1.0	2.0				KY04-07	20040624	unknown_or_survey	raw_xyz_3col_candidate	True		1196	False
KY04-07_leg2_bathymetry_dmo::20040628.dat	KY04-07_leg2_bathymetry_dmo	KY04-07_leg2_bathymetry_dmo/20040628.dat	20040628.dat	.dat	10429551	316047.0	3.0	True	False	143.95467	144.141619	41.779925	41.908963	6.3	1509.7	positive	ok_xyz_3col		 144.106379  41.779926  1369.500 | 144.106575  41.780170  1369.200 | 144.106806  41.780458  1369.100 | 144.106923  41.780605  1368.100 | 144.107364  41.781154  1370.100	True	lon_lat_depth_3col	0.0	1.0	2.0				KY04-07	20040628	unknown_or_survey	raw_xyz_3col_candidate	True		1205	False
KR14-01_bathymetry_dmo::KR14-01_bathymetry_dmo/2_OpenCheckData/KR14-01_transit/KR14-01_t.dat	KR14-01_bathymetry_dmo	KR14-01_bathymetry_dmo/2_OpenCheckData/KR14-01_transit/KR14-01_t.dat	KR14-01_t.dat	.dat	6578558	193487.0	3.0	True	False	139.637709	140.371351	30.597683	34.845184	204.717	2381.528	positive	ok_xyz_3col		 139.648511  34.845184   423.254 | 139.649411  34.845184   418.296 | 139.650311  34.845184   408.509 | 139.651212  34.845184   398.855 | 139.652112  34.845184   386.550	True	lon_lat_depth_3col	0.0	1.0	2.0				KR14-01		transit	raw_xyz_3col_candidate	True		4190	False
